corpus,condition,lag_s,p25,p50,p75,n_sessions
Mouse-Dyad-10M,near,-3.9439532268465967,0.5416625390737039,1.3050791180072132,1.7532958135123926,35
Mouse-Dyad-10M,near,-3.9372911436931393,0.5416625390737039,1.3050791180072132,1.7532958135123926,35
Mouse-Dyad-10M,near,-3.9306290605396823,0.5416625390737039,1.3050791180072132,1.6601639211523018,35
Mouse-Dyad-10M,near,-3.9239669773862254,0.5416625390737039,1.3050791180072132,1.640869342328475,35
Mouse-Dyad-10M,near,-3.9173048942327684,0.5416625390737039,1.2955233689465067,1.6406239853271347,35
Mouse-Dyad-10M,near,-3.910642811079311,0.5416625390737039,1.283645454604271,1.6708392035695145,35
Mouse-Dyad-10M,near,-3.903980727925854,0.5416625390737039,1.3196760623876047,1.6917278587045737,35
Mouse-Dyad-10M,near,-3.897318644772397,0.5416625390737039,1.2987826230633217,1.7721236566212,35
Mouse-Dyad-10M,near,-3.8906565616189397,0.48900425140180137,1.2985979127933904,1.7728357493375597,35
Mouse-Dyad-10M,near,-3.8839944784654827,0.4887158550929752,1.2985979127933904,1.7728357493375597,35
Mouse-Dyad-10M,near,-3.877332395312026,0.5332865439993333,1.2785866996077404,1.7616933224964866,35
Mouse-Dyad-10M,near,-3.8706703121585684,0.5335123421308415,1.2785866996077404,1.7613548516538107,35
Mouse-Dyad-10M,near,-3.8640082290051114,0.5861726051199264,1.2785866996077404,1.7613548516538107,35
Mouse-Dyad-10M,near,-3.8573461458516545,0.5864590261115702,1.2785866996077404,1.7767768745495647,35
Mouse-Dyad-10M,near,-3.8506840626981975,0.5864590261115702,1.2785866996077404,1.7615523711836056,35
Mouse-Dyad-10M,near,-3.84402197954474,0.5864590261115702,1.2532692516916049,1.7767768745495647,35
Mouse-Dyad-10M,near,-3.837359896391283,0.631032042833717,1.2532692516916049,1.8089270202546515,35
Mouse-Dyad-10M,near,-3.830697813237826,0.6312555131494366,1.2532692516916049,1.8095149652146612,35
Mouse-Dyad-10M,near,-3.824035730084369,0.6312555131494366,1.2532692516916049,1.8559403193980786,35
