corpus,session,start_frac,dur_s,min_nose_gap,lag_s,height_match,ordinal
mouse-dyad-10m,20250904_183921,0.2361794532872741,0.40638301132476196,0.05653781408949322,0.11991629842370025,0.9316874463094759,7
mouse-dyad-10m,20250904_183921,0.23670150729209477,0.42636906106204536,0.050559604142300284,0.626229558434879,0.8974780403296099,8
mouse-dyad-10m,20250904_183921,0.23808439502826867,0.26648066316377833,0.00044081833479493575,2.2850716866293994,0.8387209044483626,9
mouse-dyad-10m,20250904_183921,0.3148429950349332,0.6595396413303514,0.017182272677415483,0.3997209947456675,0.994672364211757,10
mouse-dyad-10m,20250904_183921,0.3905630407979651,0.7794559397540516,0.014978052861609938,1.685490194510898,0.8852208861214893,11
mouse-dyad-10m,20250904_183921,0.4351986582101323,0.5063132600111788,0.012327901635049349,0.28646671290106174,0.8415904864391152,12
mouse-dyad-10m,20250904_183921,0.4544924413244621,0.2598186465846839,0.09181874883197891,0.8127660226495239,0.8836854940005553,13
mouse-dyad-10m,20250904_183921,0.5211820635572982,2.658144615058689,0.03880502253940451,0.6728636744885403,0.9346534162402459,14
mouse-dyad-10m,20250904_183921,0.5717046729387197,0.5396233429066511,0.029826393550925867,1.0259505531805466,0.9711767294415327,15
mouse-dyad-10m,20250904_183921,0.5726543669262126,0.4197070444829509,0.0697621445328806,2.165155388205699,0.982009713447986,16
mouse-dyad-10m,20250904_183921,0.5948361083650824,0.5262993097484622,0.10959476208700732,0.11325428184460579,0.9234074398766678,17
mouse-dyad-10m,20250904_183921,0.5955803130102523,0.2997907460592506,0.14917616075133672,0.8927102215986574,0.9042031462833958,18
mouse-dyad-10m,20250904_183921,0.6162292150307124,0.5795954423812179,0.1336064155305903,1.0525986194969243,0.7280539599876727,19
mouse-dyad-10m,20250904_183921,0.6176454253629386,0.9726544205477909,0.038608658382665244,0.21318453053102268,0.9378277114799127,20
mouse-dyad-10m,20250904_183921,0.6411878394739473,0.4396930942202342,0.026015820080240757,0.16655041447736146,0.873503405428291,21
mouse-dyad-10m,20250904_183921,0.6502404780681781,0.41304502790385644,0.2090719864869476,0.23317058026830603,0.9787281617951654,22
mouse-dyad-10m,20250904_183921,0.6511346343955836,0.40638301132476196,0.008870621026886807,0.04663411605366121,0.8610695282577426,23
mouse-dyad-10m,20250904_183921,0.6691232824978618,0.48632721027389547,0.059424258682716516,0.09993024868641688,0.7787251506869212,24
mouse-dyad-10m,20250904_183921,0.6700174388252674,1.365713398714364,0.22540323196428738,1.1725149179206247,0.8325117286170303,25
mouse-dyad-10m,20250904_183921,0.6857623654600185,0.8727241718613741,0.15906138293204916,0.14656436474007808,0.842542205608197,26
mouse-dyad-10m,20250904_183921,0.7143864754690156,0.319776795796534,0.04620628795220714,0.27980469632196725,0.8786330320842397,27
mouse-dyad-10m,20250904_183921,0.7437992202512523,0.3664109118501952,0.03702950138664774,1.425671547926214,0.9335131081742635,28
mouse-dyad-10m,20250904_183921,0.7462484310611025,1.9053367416210152,0.030048108926407645,0.319776795796534,0.7649712547485009,29
mouse-dyad-10m,20250904_183921,0.757594775016939,0.2598186465846839,0.10130078070408613,0.7061737573840126,0.8168729949319617,30
mouse-dyad-10m,20250904_183921,0.8059458618889469,1.352389365556175,0.3845334769866959,0.5262993097484622,0.9113301572502146,31
