config,label,idp_cross,idr_cross,idf1_cross_mean,idf1_cross_median,switches,switches_per_100k,switches_pct,n_sessions,idp_median,idp_q1,idp_q3,idr_median,idr_q1,idr_q3
shipped,no eviction,0.8019216036437831,0.7041231038751411,0.7492538449691502,0.7604254933999177,2071,4.599977433234804,0.004599977433234804,50,0.8401297917942028,0.6674302627898949,0.8919295136572228,0.7074854088068347,0.5717708836484491,0.7778804139023017
sync_stale1_dist25,stale 1,0.8998870900482386,0.7874667608606842,0.8392786476329606,0.88074520877365,677,1.5037106336552206,0.0015037106336552206,50,0.9576512859918147,0.7846388567670595,0.9999961545357592,0.8138995712743204,0.6768964243919704,0.8812754214985525
sync_stale10_dist25,stale 10,0.9106990673178084,0.7977043459087397,0.8497759043004726,0.9127008772235317,511,1.1350016747382832,0.0011350016747382833,50,0.9998760216855732,0.8041748108510975,0.9999984633905408,0.8394223791542512,0.6789547431869566,0.8989352848000376
sync_stale20_dist25,stale 20,0.9230536430624159,0.8084292397710361,0.8612501134978726,0.9152798130247988,413,0.9173301206788865,0.0009173301206788865,50,0.9999393800051086,0.909363129010535,0.9999978092881868,0.8460294539084028,0.7669901233052182,0.9079449677370182
sync_stale30_dist25,stale 30,0.9068808300059206,0.7949312280953432,0.8465574583430535,0.9065606193899822,487,1.0816943553767984,0.0010816943553767983,50,0.9997514460104042,0.8135396461591464,0.9999986652050318,0.8347867566471054,0.6962221660024532,0.9012828660729428
