difficulty,miss_rate,miss_rate_sd,err_mean,err_mean_sd,err_p50,err_p95,err_p99,frac_over_tau,n_sessions,n_keypoints
1,0.05335976159065253,0.032791647246315996,3.649017080826438,0.22784660975903562,2.883225726691855,8.949369038835483,14.44850562714056,0.0033256431962360865,12,30199536
2,0.10743071524947932,0.0390639686876633,3.585224989804416,0.23366317711912785,2.7780923836301055,8.843497340770536,14.58492176840588,0.003808020956342776,13,40786166
3,0.22314033075919726,0.1335612977634098,4.3169148177439105,1.1597646344644212,2.9457714548290634,14.021406614948262,22.492010268781467,0.01605924910222239,9,27668941
4,0.22069015408616022,0.10950317236799147,3.9231991742892123,0.16804615566570213,2.9122285368592697,9.702380663074733,18.383312536365597,0.007991471836499075,13,29355207
5,0.22475550550253498,0.11406272477004747,4.164362286494066,0.25208115975193496,3.0437854409203933,10.541776002826676,20.48298487281727,0.0101570936214163,10,32791049
6,0.45754179428464176,0.13004097079344948,4.587173148278102,0.2726913906588835,3.1666888921812353,12.03675143403684,26.415066408060405,0.017232103877626036,4,11091948
7,0.5769889758886114,0.07089712059758664,4.741206956780237,0.28081242092561653,3.1985361507233345,12.714564176557674,27.77388406604804,0.01902439887733035,13,15241535
