dur_s,peak_hi,peak_lo,height_match,min_nose_gap,base_gap,ratio,speed_rel
0.33976194013394617,1.4410451752463374,0.9226416872927651,0.6402586838646785,0.24452886918205496,0.8482546577566142,0.33424407526645356,0.5662760305306622
0.6661998826155807,1.4385020067671326,0.9673904305544017,0.6724984921838936,0.18620712027599576,0.7745921131833595,0.27229596475908,0.24172625243139137
0.8727218462264107,1.6270824800330037,1.1690336847329257,0.7184845876462348,0.32167148427600273,0.5796119458322869,0.7662767002925036,0.5887064550948758
0.8860458438787223,1.1737331327402578,0.9523600780586123,0.811394048181279,0.07958834887205063,0.7307948599527889,0.27319220654712323,0.34754667042477055
1.971951652542119,1.433372218279961,1.188193544020899,0.8289497514098082,0.030970563179407433,0.697263085397367,0.12534903665374064,0.4711823147188283
3.0178854682485805,1.3480705315657804,1.160968633524719,0.8612076344227011,0.006675689308941245,0.8963904012360717,0.048295033210479094,0.14388013768913602
1.1591877957511105,1.4798532922241077,1.1647676706362162,0.7870832039611565,0.03637866692736073,0.9039021890482336,0.10944348671171188,0.5906222746563637
1.1258778016203315,1.4449044172520833,1.0943986703155295,0.7574194232147584,0.18833883137837706,0.5392448280505694,0.4288146205042722,0.7433010934647902
0.8127638567910085,1.4595616562335574,0.989875196209409,0.6782003295179811,0.18589144985643344,0.888022635105221,0.34938586293185303,0.48522365231849796
0.7461438685294504,1.4337118270000115,1.0933653550513867,0.7626116590941521,0.1877964767561889,0.9218204398531571,0.26215115152099944,0.5113592379879638
1.1858357910557338,1.4820780413553625,1.1278701289071555,0.7610058967446254,0.09246774527595134,0.8960176222928703,0.149349911790905,0.6401901564791469
0.7794543819326472,1.3319766213593534,1.030202188121224,0.7734386411901492,0.32161598319470563,0.6818966306632732,0.8063156490502831,0.9388268141282764
0.26648030810453227,1.4745714107564123,1.0176380625940455,0.6901246390447966,0.29850763887941595,1.0158867778673377,0.31417776654046425,0.6975636021210708
0.4530153165810934,1.19740132257858,0.7558498295593639,0.6312418529250129,0.0866459849819952,1.0871850725881096,0.1257560560053604,0.7551496038440685
0.5729311356760887,1.1750811628388333,0.6085528749259976,0.5178815678193821,0.2886562052462849,1.2142680629930356,0.515899916341116,1.312352148700173
0.7861148140671915,1.3200859095198678,0.48928307313015257,0.3706448721266263,0.7651348870385976,1.040142080372922,0.9287726143779601,1.0978938885730878
0.4730022317710936,1.1047351494135191,0.9174789819446328,0.8304967778310515,0.05884049443907452,0.7479811023276287,0.13689060690805216,0.10941495862508618
0.3397621664834616,0.8526289027764058,0.8422129694182725,0.987783743520521,0.20991418989542535,1.0134364477397595,0.2417367487605799,0.2747737937641498
0.4263682089204224,0.9597564000303014,0.8931632943752178,0.9306145750598994,0.04216459267263958,0.8039359615862496,0.07986392729364906,0.19661469601258902
0.299790146897172,0.8215343503581934,0.8198736992883222,0.9979785981326926,0.17786810873474473,1.0623510935897662,0.2877339676381205,0.22013170659506945
1.032610505979148,1.3022632949113784,1.0692801490360127,0.8210936706995027,0.04500669459450443,0.9140001034361998,0.10951891415603811,0.41917319273305575
0.2531561240465008,1.234915907495941,1.1056948343188069,0.8953604270600435,0.020265292556852207,0.7423355134300158,0.09070738162921826,0.5693502995824562
1.3790346757269911,1.4076943321083761,1.2712619675631667,0.9030809733098323,0.01777050782687281,0.7107079227661339,0.17150194965225052,0.3934099762856147
0.2864663312123722,1.1542864602970182,1.049880569448088,0.9095494104452505,0.0779889528059164,1.2182214591080238,0.08579219168938924,0.7480223137478408
0.9726531245815427,1.5064364595032629,1.154310252748187,0.7662522009914795,0.17211174681101005,0.9275072208916146,0.247430667797197,0.4971082994905155
0.47966455458815804,1.4527139170361636,1.0570276150995865,0.727622694808446,0.19574821288895425,0.5229105437384589,0.4394208992735895,0.8921269526005462
0.3464244005358919,1.2408670661604961,1.1312432823681131,0.911655497367996,0.15905909141126143,0.7462676009296789,0.28810068883604956,0.8716425147462177
0.6062427009378109,1.43676264819662,1.106070491240528,0.7698352213073143,0.0817964417403505,1.0401207611352932,0.09263377066240587,0.740736589425572
0.7727928935031435,1.3258664920584111,1.1211156690187625,0.8455720660669442,0.11315168457171192,0.5627319017543833,0.3008483753080329,0.49240390505414494
0.7061728164770105,1.5826334800888708,1.2881601731816414,0.8139346155556537,0.03026566101922248,1.128066269475783,0.06493193617304949,1.0710079070125456
1.67216393335594,1.5926693048575848,1.397430138020061,0.8774138697581154,0.10992677877119392,0.9627041542030188,0.350771159503949,0.7617946427925222
0.26648030810453227,1.4932860050663648,0.957338380874679,0.6410951268723187,0.2570274648067035,1.3415136176221631,0.33959506120598315,0.9488558453433587
0.32643881237562844,1.1543100494595424,0.994968106186966,0.861959147503583,0.03548198908594934,0.9297572591854497,0.0608679274788648,0.14914574445255355
1.2990932329234193,1.5278187534983936,1.376855412263708,0.9011902813151035,0.0835237447779288,0.4403833859597892,0.4077479674768196,0.3591752169101335
1.0659226526551133,1.2221841817795682,1.1253099874500274,0.9207368285617258,0.18924340724427502,0.6305842503586847,0.3592049309267027,0.386816944279055
0.55294737606484,1.2493551036383868,1.1825732575917325,0.9465469458185496,0.03140271780681404,0.9964299776628435,0.05326754293437167,0.3286069552535666
0.4463551107993287,1.1856353272604025,1.0970827887556547,0.9253121626281476,0.03339818289918369,1.135356149465121,0.050511152209571954,0.3953499619078019
0.8460761055449962,1.3613525998911193,1.087946515892364,0.7991658560606398,0.21419721378140807,0.6501845773395891,0.46279046768764437,0.8381173634158116
0.3331008289547229,1.2317907221702242,0.9554773169116964,0.7756815339770489,0.30614608284015915,0.7307176383350824,0.5497904221941199,0.44936640972937464
2.4249740347903828,1.6117147266642384,1.3946432579150332,0.8653164451760781,0.13096049698075118,0.6969796546504554,0.27640941053739254,0.568068032986968
1.145866851604247,1.6941232426864852,1.21132426931282,0.7150154361803935,0.20720485832092897,0.5959033167093668,0.4636009121851435,0.3813971871594119
1.032612569759641,1.5358301037464854,1.414931636570117,0.921281353398758,0.0722276702555034,0.759675601634234,0.14934666676260488,0.6257442398172056
0.7528078734376737,1.5623742039488595,1.1587960691076318,0.7416891972350832,0.2539739458129265,0.7697464902482424,0.5799180654064786,0.6851871663804828
0.27980469632196725,1.4565372183424685,0.951779755972028,0.6534537833884865,0.3568524894974489,0.8672317075251461,0.4131981954201275,0.8650459394827126
2.21178950425936,1.7932453707186944,1.0583071002980078,0.5901630181673694,0.2936301430448185,0.978713183415794,0.44195638719415603,0.4589312845352448
0.7861179563331461,1.5365397138526675,1.1646812677363918,0.7579896941395088,0.022245952244717444,0.9426785573017529,0.1143494454884725,0.2043230228198218
1.0525986194969243,1.3717651452652573,1.316785045022533,0.9599201798992401,0.06873332795720857,0.8967248395383305,0.16234546662756688,0.5676899781479245
0.712835773963107,1.7362746248318457,1.0846242446816514,0.6246847296905551,0.21180102283305363,0.7771695072673099,0.3875473902590113,0.7330785027611122
0.319776795796534,1.304948271931325,1.0210720496344263,0.7824617048791048,0.10535815989667748,1.0335379043938613,0.17932514233678265,0.5842165509451862
0.9060342547568463,1.6645116657334191,1.285477935163397,0.7722853264575879,0.13593758383842336,0.6944789292378313,0.37362057373864127,0.5731351012554061
1.1991629842370024,1.8581905140910198,1.4569435478184558,0.7840657547060809,0.21838563320529658,0.6992741170547943,0.4364814331779644,0.5105888156408034
0.46634116053661206,1.7665488372869669,0.9849404370603915,0.5575506412678887,0.7046804957458352,0.7366017305548799,1.0265884598731931,0.2313845619684919
1.845378592409165,1.4093668566079667,1.406966126921818,0.998296589936898,0.046714541256434414,0.7573277667576318,0.18075726158871852,0.2979215928708427
0.9060342547568463,1.5710479638754398,1.2300584960103917,0.7829541327154012,0.15091564689920467,1.0251337063005073,0.2703542329848232,0.7900999322886255
1.1925009676579081,1.3233107258245371,1.262349803601972,0.9539330249253581,0.06555581479785784,0.666265959179515,0.4416587873239272,0.39911829715161085
1.0459366029178299,1.2276075681876255,1.21267094733447,0.9878327396798252,0.03539288750539374,1.2880632063556514,0.08953263014468059,0.3411725112454571
0.7194977905422015,1.8997607404311483,1.1553111265230849,0.6081350677143105,0.10135991307817847,0.606234145523729,0.5450327358415259,0.9521147763847627
0.9060342547568463,1.3808572292092458,1.280201281247059,0.9271061874949751,0.06175682327287949,0.8461254270858596,0.10055676018049142,0.3956657948171598
0.5795954423812179,1.2050532154663534,1.0970697448576132,0.9103911186470294,0.056839437683100964,0.5832490918212667,0.11929526808511648,0.35551595036568473
1.6122080121408588,1.6476716064116155,1.3260455828171627,0.804799680747727,0.08990798443076328,0.757078019719529,0.3880551281161482,0.3908704680756681
1.0126265200223576,1.395379551909036,1.3000957206885069,0.931714757400472,0.056665121090475404,0.903785098286082,0.09839135720410687,0.46099741150200935
1.4589816308216863,1.4036764253507779,1.3818895444881645,0.9844787014520324,0.05669233640115648,0.8230868452401789,0.21385063288527872,0.3012572537196265
0.55294737606484,1.7818985047480045,1.1473449409179188,0.6438890530862059,0.10183373175806408,0.8210021301455668,0.3183367427984341,0.8669567912433395
0.2531583165504914,1.0430649579563502,0.959210663054438,0.9196077921492006,0.09049552108922594,1.04551877193866,0.16865766069608373,0.18372441606044107
0.8260955592700246,1.2559752711595182,1.0471508136225063,0.8337352157067353,0.042198606372706164,1.10112801685479,0.10518599133286774,0.19157130618885204
0.9926470833164006,1.3723979388324634,1.1322873649887868,0.825043038138089,0.03029077532224181,1.111114552254164,0.06718290738316886,0.3653564146322367
0.7861231934988944,1.2295766024977088,1.0160300880348925,0.8263251642646524,0.025138866373427583,1.180489841384503,0.03775712918810259,0.16910941772612897
0.9926470833164006,1.4886431038106807,1.1084870443334398,0.7446291468357298,0.15235477826717872,0.6456055519072763,0.466575934575675,0.4545820286214416
0.89937822985043,1.2902201320217788,0.9978640463840228,0.7734060425955119,0.01569431941074555,1.020650155702284,0.059817398060108586,0.09315801647973278
1.2191571560194718,1.433663387363448,1.2117703910124362,0.8452265724947612,0.054217114572781555,0.9207032370715539,0.15521708381310467,0.5710160355181135
0.532964876948403,1.1192847502585226,0.9831042025180913,0.8783325264558661,0.05155302628970693,1.0707202623736418,0.0732643458475854,0.18355485630673452
0.6395578523380836,1.291788177446717,1.0686854016440297,0.82729151752754,0.02798987442089735,1.2360444849110677,0.02802158697012324,0.2512138134781274
0.8594035739196998,1.3861944099089305,1.0458575713623488,0.7544811635988772,0.07033832699862867,0.5970069125362362,0.27023567277472965,0.591672707646451
0.2931299011819131,1.106722020767551,0.9739519288753448,0.8800330259985922,0.13557597099909105,0.7959438948123441,0.2954055165719364,0.27911579328917147
0.4130466789381503,1.1131166881806238,1.0637288791004238,0.9556310586260962,0.05272480458448757,0.9411953424497632,0.24983673835175566,0.5721484320344326
0.299791944390593,1.001137792405883,0.8646730141840189,0.8636903139038243,0.16751093422411142,0.910208462933288,0.413188249953089,0.22824394691007435
1.578904240457123,1.3423307201522359,1.1934851532747366,0.8891140874280085,0.05635802614956005,0.9644336830650172,0.16608427792840988,0.4963705220671667
0.5196393702770278,1.4469626851559099,1.0893759699516141,0.7528708107868269,0.05545661366581883,0.7577516111875332,0.16432945051562417,0.34535636520179275
0.6129079751985456,1.1170529497739623,0.9322176254858721,0.8345330681723798,0.13514592198218847,0.937164909300791,0.19062362345271894,0.24440513256415872
2.4516319007941823,1.6108878871425405,1.1005950286144288,0.683222611206488,0.07338691565741291,0.9450742540114051,0.1755270546243562,0.3687525776357142
1.0392787405540556,1.5397067699835363,1.2226618242139444,0.7940874509677047,0.013098210125107526,0.8820461298566685,0.10358174608653728,0.42044892181037563
0.639556148033265,1.500879869181167,1.1977123047912452,0.7980067754820908,0.0643542548619558,0.7129831408937274,0.25535021098127153,0.47641084991366045
0.35975033326871153,1.2199485386760296,0.9052215974449214,0.7420162152309546,0.15266974386873666,0.7478940858988072,0.2371299672307595,0.20449292731672536
0.3664123764773914,1.0513883849731198,0.8978894537048188,0.8540035885290616,0.20049062748815188,0.4674131588877383,0.6173389302997465,0.5791443041746328
