session,start_frame,end_frame,dur_s,pre_t0,pre_t1,post_t0,post_t1,late_t0,late_t1
20250903_143938,38267,38385,0.7861231934988944,-0.4355520975013571,-0.29028880123452777,-0.9657773904228599,-0.24763225012025056,-4.212116149354581,2.0084521154174766
20250903_143938,39990,40139,0.9926470833164006,-2.424756648250001,0.41564677945323225,-0.9509424155015332,0.16943029259055417,-0.42489429679862506,-0.1861452417262348
20250903_143938,44978,45113,0.89937822985043,-0.3866488785719792,-0.0676019002182984,-0.2593069446848615,-0.0448855391368747,-0.5264236520391108,-0.31979556620987826
20250903_143938,79437,79620,1.2191571560194718,-0.9923396371620337,-0.039618965073437616,-1.3298239359121664,-0.4114867963236573,-0.7338107829617487,-2.1491510671891665
20250903_143938,81977,82057,0.532964876948403,-0.25011164934821556,-0.10192940700265328,-0.7263818714731956,-0.030987937371462014,-6.416000545641907,0.5932931455930127
20250903_143938,97404,97500,0.6395578523380836,-0.4908783332070276,-0.14330252516103306,-1.2798178770027007,-0.2211321590660552,-2.992043447056852,0.863088198454072
20250903_150657,14960,15089,0.8594035739196998,-1.2225895656803916,0.2108877772286737,-0.6304639743157329,-0.17237618088312975,-4.658027442904998,5.884369971628447
20250903_150657,17692,17736,0.2931299011819131,-0.22206989227152607,-0.05885082514582878,-0.26410235402246107,-0.48677430155754015,-0.22421203322378722,-0.5018558217501351
20250903_150657,18912,18974,0.4130466789381503,-0.6178727437435199,-0.5808688828613665,-1.5798501408749492,-0.8559039796748069,-5.721440838208105,8.621112271103204
20250903_150657,23854,23899,0.299791944390593,-0.1910361810821241,-0.09976671525355382,-0.47552778642258575,-0.4986975347359425,-0.38800232191388967,-0.2512493800545208
20250903_150657,24698,24935,1.578904240457123,-0.14323865275007888,-0.0766202038231719,-0.7943614091109413,-0.3802557022665815,-0.8471164273430937,-0.02177116690314604
20250903_150657,39011,39089,0.5196393702770278,-0.16778816714110364,-0.067404183907005,-0.6196774532871473,-0.27571744998219677,-4.762992711745439,7.808399505828504
20250903_150657,44019,44111,0.6129079751985456,-0.380799038976338,-0.05201655487129442,-0.28149595567645996,-0.07586875091700718,-0.2823437500473163,0.06731195266857536
20250903_150657,44152,44520,2.4516319007941823,-0.30838155129971906,-0.0712359616489078,-0.2971470280218145,-0.009178082530481189,-0.7662594058669865,-0.36441553337578936
20250903_150657,45235,45391,1.0392787405540556,-0.1983539940493174,-0.033524864626312864,-0.17452681564621822,0.03493586432363018,-0.4198565341053228,0.6013228124412086
20250903_150657,45990,46086,0.639556148033265,-0.26498622111554787,0.22261586183647614,-0.18007387477092443,-0.01816658782330469,-1.1586152238663796,-0.06928397901744467
20250903_150657,46290,46344,0.35975033326871153,-0.21065032012230614,-0.04547566179124098,-1.5780633397786419,-0.06879928415386345,-0.797623615868389,-0.09149616196528224
20250903_150657,80859,80914,0.3664123764773914,-0.2817666701489858,0.0579939383690837,-3.9412592525308288,2.9610578955494153,-0.0552452683859895,5.343114473538985
20250903_150657,82328,82434,0.7061765801200633,-3.373490938999298,-0.19783861276457657,0.4391487328739913,-0.23718456496323642,-0.7148447194383101,-0.17417369120541445
20250903_150657,82476,82530,0.35975033326871153,-0.4060775643933517,-0.036529521291937685,-0.39607778767298246,-0.1852130650511991,-1.3722367222923955,-1.1334288410379392
20250903_150657,136123,136176,0.3530882900600317,-0.85746826240888,-0.07589295982292085,-0.5517535780313965,-0.46352926574164793,-4.504235570021242,10.160031609863353
20250903_153433,5627,5710,0.5529492179432688,-0.815654308196047,0.07570211087023825,-0.667885884758197,-0.007841171463057989,-2.4711836676691585,-0.058731858187818925
20250903_153433,5841,5945,0.6928520321216862,-0.8433182090608806,0.0001906965740760591,-2.4711836676691585,-0.058731858187818925,-1.2438112649672306,0.07685668246814545
20250903_153433,6363,6549,1.239139211294554,-1.4678098325919415,0.07685668246814545,-0.9693633499474753,-0.10421304603627918,-15.580064728384054,2.638995093884591
20250903_153433,62280,62400,0.7994446524480995,-2.0870601782296827,-0.09688734876397034,-0.6499302980919924,-0.04309744645789718,-3.8060236911417427,-0.2840855287022542
20250903_153433,97246,97337,0.6062455281064754,-1.5004709628990083,-0.17486086415645172,-4.146158546874299,-0.1050443799301912,-15.732910109089648,5.335773810923495
20250903_153433,172404,172476,0.47966679146885965,-1.0548990158808156,-0.03771016774663941,-1.0356107010448143,-0.3006994108506891,-22.273361683729846,4.535587154735362
20250904_140306,0,115,0.7661283338240996,,,-0.6051142116811188,0.8091967562388761,-2.705023574082178,2.219851320260764
20250904_140306,9937,9984,0.31311331904115375,-0.2825688211558607,0.11724077864680883,-0.22823323105757817,0.12500456691053285,-0.2861819648585269,0.13895645349442035
20250904_140306,10260,10400,0.9326779716119473,-0.2022011106094852,0.11046747105554909,-0.09997955657770259,0.1318374551146884,0.72293172808729,0.12203856626388813
20250904_140306,11192,11233,0.27314140597207026,-1.3985014357516357,0.15168032825918878,-0.5248646288185811,0.1976416828117107,5.096486853152282,0.096822954058049
20250904_140306,11337,11385,0.31977530455266767,-0.6449302437279417,0.1626424183966927,0.20271507761727928,0.25215699732575636,2.591512300872278,0.0872938559292196
20250904_140306,14750,14790,0.2664794204605564,-0.12917770419526783,0.4053414396004135,-0.34235210601605265,0.4077673997486726,-0.5210093451289575,-0.2686641982932837
20250904_140306,15328,15449,0.806100246893183,-0.4774759942297258,-0.09278292800672314,-0.3333421231521692,-0.22009598966480756,-0.320422926623211,-0.30289498449699087
20250904_140306,20270,20334,0.42636707273689023,-0.29067679132218643,0.14852598876495543,-0.3211014764471709,0.29493252533526376,-0.5791313814662251,-0.051664644492139256
20250904_140306,20384,20451,0.44635302927143194,-0.3087616856360083,0.05305148169057089,-0.33839309493166403,-0.07063938951904741,-0.21772794505361215,-0.028683439458294813
20250904_140306,21844,21920,0.5063108988750571,-0.9827208309666499,0.12020392447672026,-3.3276284683173807,2.421520684780299,-2.1596704932962196,1.3613036138128927
20250904_140306,22949,22999,0.33309927557569546,-0.38594203977936525,0.31172097095629886,-0.21075427197056987,0.11954909410246672,-0.597648348517406,0.23803342714687123
20250904_140306,24567,24748,1.2058193775840176,-2.2988253014989986,0.5445580157289668,-2.791287366593029,1.4749172971316278,-0.557777211394834,-0.35702163181414703
20250904_140306,25110,25161,0.3397612610872094,-1.8063135472369112,-0.17512080964497603,-3.44685213715881,1.3732987682406097,-0.3983708728412618,-0.17307322961099456
20250904_140306,25480,25648,1.1192135659343367,-2.4767995214269205,0.0744299561660601,-1.6916182477527777,3.700480040213226,-4.266026333687465,1.0824038919551398
20250904_140306,26091,26219,0.8527341454737805,-4.918605579085706,1.4841222122291597,-0.608323767092709,1.1365527633052679,-2.177949673028332,1.0058314199561504
20250904_140306,26280,26364,0.5596067829671684,-0.30967250829760995,0.15872242228931038,-1.1538475342646142,1.0293190722337984,-2.482239638044544,1.6418819367742248
20250904_140306,26974,27013,0.25981743494904247,-3.3836675576889976,1.9668058257066985,-0.5180728753364566,0.16320659645558305,-4.462482615842572,2.8385084795668036
20250904_140306,27038,27106,0.45301501478294587,-0.8895673391863581,-0.2920580381620514,-2.261639679531,1.262459019348484,-3.788168424572342,2.885771804383194
20250904_140306,27632,27730,0.6528745801283631,-1.5681767681690801,-0.30846981830027154,-0.9908988342540784,0.5826954104310161,-0.7087332177648152,0.04220809474890327
20250904_140306,28268,28415,0.9793118701925447,-0.34626228852906593,-0.0055981312152989845,-0.5446974393945736,-0.22248958294767462,-5.180831462860927,4.63869134343438
20250904_140306,29431,29545,0.7594663483125856,-0.29025350369629166,-0.29330365872073766,-2.3672961945085036,-0.43315396087260205,-4.717297937425559,3.381736420683214
20250904_140306,32887,32996,0.7261564207550161,-0.5188053342519743,0.2317242130578025,-0.17525067758591045,-0.0111217994500113,-0.2006599372335606,0.45533772992454324
20250904_140306,33498,33755,1.7121302764590747,-0.30386915469488607,0.45533772992454324,-0.242584351913628,-0.06531311695756013,-2.4905083616556043,-1.752342384613458
20250904_140306,37899,38002,0.6861845076859326,-0.518878165983779,-0.035254146318901516,-0.268379462262902,0.0898580016905741,-0.24078123421980546,-0.15822096447840367
20250904_140306,38054,38218,1.092565623888281,-0.41113964518628654,-0.010120486764279835,-0.24078123421980546,-0.15822096447840367,-0.4426028242218253,-0.6076818346352858
20250904_140306,39637,39810,1.1525234934919064,-0.3940141428106224,-0.1237899604923552,-0.20879641879762934,-0.7648413986763498,-2.693442959240679,1.4037671843741404
20250904_140306,50342,50599,1.7121302764590747,-0.47535213028573864,-0.31004444780035756,-0.742664330154494,0.3671978315395513,-2.8245941493733713,5.252391900889891
20250904_140306,53819,53942,0.8194242179162109,-1.3394412964650924,-0.7752653821562772,-0.641905020894574,-0.13760902851183804,-4.041817978524093,2.835928545307174
20250904_140306,55788,55857,0.45967700029445974,-0.5128106424500982,0.05224112381308893,-0.5895076694160379,0.22405591745423714,-0.07150974931632068,-0.13255028341889305
20250904_140306,55947,56076,0.8593961309852943,-0.7185994616009345,-0.08154453178219223,-0.07319083090197201,-0.1278267133556053,-0.015854122009631367,-0.1985475140831373
20250904_140306,57615,57849,1.5589046096942547,-0.31131752492587866,-0.39683562930225713,-0.09045231284174117,0.3825864607719084,-0.3262988007180466,1.0103468068198305
20250904_140306,58660,58770,0.73281840626653,-4.815053130665624,1.0564639326455731,-0.10764123227332306,0.2440084723529168,-2.749593951419939,1.8738223854457356
20250904_140306,65577,65969,2.6114983205134523,-0.08711937643912258,0.01008222992735172,-0.5106369859636684,-0.08622079940554082,-0.3385229466133811,-0.14019494761635
20250904_140306,66143,66344,1.3390590878142958,-0.4697221227180245,-0.09286292530694802,-0.4018539032423964,-0.2377255793421646,0.3721285689207569,3.2872084682771234
20250904_140306,69964,70031,0.44635302927143194,-2.8510011598524065,0.1797315191184591,-0.20852949888455455,-0.015168353295569785,-0.3779479376083653,0.22000024663897194
20250904_140306,75930,76077,0.9793118701925447,-0.6518071210880806,-0.2261163165866326,-1.3565509842818881,0.557177395797932,-0.36403654752987724,-0.055301813709160985
20250904_140306,76883,77063,1.1991573920725036,-1.2699484463777995,0.14715367251182399,-0.8339463017417558,0.5186682182720043,-0.04067929733787898,-0.009322193147276949
20250904_140306,78860,79297,2.9112876685315783,-0.40743612018756364,0.07547658675867308,-0.0628802081794438,-0.09618207964582476,-0.1523675885105113,-0.023905744932653458
20250904_140306,79928,80113,1.2324673196300733,-0.13297196508815004,-0.06376558118568128,-0.313661444336401,0.09924872181282007,-0.20206695381027998,0.16384706134563562
20250904_140306,80528,80583,0.366409203133265,-0.21261683881005666,0.14488645141307432,-0.35251988337130163,0.19438500387296864,-0.46819459027094573,0.16313371374852317
20250904_140306,81425,81499,0.4929869278520293,-0.6702875165105934,0.5898482587148121,-0.6102252667471623,-0.39270425693697036,-2.4555557025069543,4.224971672982138
20250904_140306,87502,87978,3.171105103480621,-0.6987891023101689,0.5775348856094902,-0.2493324016056179,-0.6465141543974553,-0.05823037400918347,2.911086683909432
20250904_140306,92979,93088,0.7261564207550161,-0.8861264194007092,-0.044130393503783456,-0.20498597479300432,-0.17657399429530332,-0.3799121729282008,1.7231553841695646
20250904_140306,99618,99905,1.911989841804492,-0.0999104737231581,-0.3105167856942429,-0.3596728435044057,-0.25725783284131293,-2.494321092075329,0.7220897656256479
20250904_140306,101422,101465,0.2864653769950981,-1.9112202836354106,1.5670590678037009,-0.4878270666363766,0.0010836058567707883,-0.43382289396569756,0.3647072061797525
20250904_140306,104699,104892,1.2857632037221844,-2.4740879961285667,0.12987051770472405,-0.12286373088923122,-0.07846894030269647,-1.2125662120250245,1.459383651378642
20250904_140306,112221,112333,0.7461423772895579,-0.15149281947788895,-0.3811245760897319,-0.8775792843288176,0.6896827702659074,-6.739125631361921,5.261241086082837
20250904_140306,114100,114187,0.5795927395017101,-0.0871674695677554,-0.05524304814894323,-0.8953215274877565,-0.17441266804213376,-4.7195527107437005,3.094354953685725
20250904_140306,114831,114883,0.3464232465987233,-0.19192433934704062,-0.015420976021687379,-0.07804710831845947,-0.17680901886742145,-5.223400234099031,7.099795382150413
20250904_140306,115561,115639,0.5196348698980849,-3.6493941565101204,0.527704837971874,-0.12975742411994093,-0.10570810325175996,-0.12963552770900694,0.05163042174818493
20250904_140306,115737,115858,0.806100246893183,-0.27137178231109277,-0.059832308761761745,-0.11564546910280975,0.048982717954302535,-4.965771366560058,4.084110101423648
20250904_140306,115946,116053,0.7128324497319883,-0.09181048074067258,-0.07938953682588956,-3.8248056126607333,3.988845036119513,-0.9894718227251693,0.04283237179616692
20250904_140306,131321,131511,1.2657772471876427,-5.555928198595574,2.119347880265608,-0.6928874341684007,-0.15246361824852872,-0.6225697357099441,3.670078857801576
20250904_140306,134719,134761,0.2798033914835842,-0.1793230099035198,-0.06549659930260726,-0.18116073358219173,0.15390733900704948,2.304784591070379,0.034826469864325554
20250904_140306,136184,136297,0.7528043628010718,-3.9234783700631937,1.0403241594048982,-4.255365284199866,3.879609683182057,-4.399015677284276,4.179255286480171
20250904_140306,141281,141401,0.7994382613816692,-5.526838731123102,0.4519768446689686,-0.13108064126702518,2.871311809794959,-1.6066132469341825,2.1931144662558766
20250904_140306,142737,143177,2.93127362506612,-3.0923837435820407,0.03716910683932418,-0.2762527473129666,0.06534897520182548,-0.16517002840257328,-0.0890973262789627
20250904_140306,144764,145003,1.5922145372518244,-1.2094392253335409,0.03111235016594563,-1.8802963781287718,2.1630362011558266,-7.6883610175415,4.487253307671369
20250904_140306,152923,153109,1.2391293051415873,-0.3472768705248335,0.04129083047683669,-0.23851565997882013,-0.18078941377146185,-0.03685098168645616,-0.21585724309063675
20250904_140306,153779,154017,1.5855525517403104,-0.04730615573580633,-0.21932659233567392,-0.12182343755172308,-0.27234504172552393,0.5004906887861259,4.004825388440733
20250904_140306,157869,158052,1.2191433486070453,-0.22449760348798936,0.1855836150369001,-0.5280985681884065,0.2988901935419165,-4.897984458315566,4.191174851045496
20250904_140306,158629,158721,0.6129026670592796,-0.332268659965299,-0.056370760504119315,-0.2724002752439358,3.9648928373812717,-0.18155447555984633,1.4817255125019635
20250904_140306,169610,169668,0.38639515966780674,-1.4494760088414858,0.6258732185546325,-0.40768111560318393,0.06975390697719609,-2.0164100950390913,0.016991166290417612
20250904_140306,174024,174147,0.8194242179162109,-0.3747748605269118,-0.10459025337772145,-2.523176261746579,1.4796534001026127,-0.09319861932595898,2.8996930284089886
20250904_150414,114678,114739,0.4063824698594117,-1.1046789043035379,-0.17660104206290395,-0.9829473365640641,-0.4240864663202892,0.8418176733073195,2.0013715791076803
20250904_174232,4319,4652,2.218444131182664,-0.7187493284868676,0.18793699249972604,-0.17316434009291415,-0.21325150445187988,-0.3592948099516188,-0.5691732439229441
20250904_174232,11918,11989,0.4730016015434509,-1.142115237593719,0.05743730933342562,-0.23578687701511467,-0.014631816769692068,-0.3803835079808215,0.26126190049810954
20250904_174232,67032,67271,1.5922166587166868,-0.3669227467305066,-0.07642067325914874,-0.11201103978069121,-0.37837148322666103,-0.35425814080702206,-0.8373753133625371
20250904_174232,67323,67395,0.4796635959313868,-0.2517296245203857,-0.19664035433939195,-0.4527216885580076,-0.8363892677683278,-0.403534041340236,-0.6900234443309912
20250904_174232,67674,67720,0.3064517418450527,-0.36812779540742535,-0.7517915889291743,-0.5053549072013241,-1.0472170422323446,-5.532393348872797,7.566110156716415
20250904_174232,88932,88985,0.3530857025606042,-3.0243104051575243,0.03606692868105285,-0.18856297633676125,-0.07685194277559614,-0.20428747647727216,-0.30212196406113406
20250904_174232,89071,89229,1.0525951132938767,-0.36756084494957936,-0.05156518673723944,-0.17811545029650908,-0.30212196406113406,-0.2710826842998921,-3.2575166521665473
20250904_181215,42327,42369,0.27980432350975887,-3.3496339039468515,-0.276729870246822,-3.8845134465104714,2.1114012382763874,-5.079033749957582,3.730305819087501
20250904_183921,28979,29191,1.4123475147680251,-0.4947376674529109,-0.207711578161163,-0.7777446799874411,-1.0693213461877844,-0.5672459480844072,-0.33093564781282486
20250904_183921,32927,33060,0.8860482050195629,-2.458309896967755,-0.7669438842416362,-0.6191637879354556,-1.3863593075850416,-7.177938912623694,6.638842254372392
20250904_183921,38676,38876,1.3324033158188917,-4.769614202961261,0.11733274144144902,0.39724049219358315,-0.11670069528867616,-0.8425013100946063,-0.1743756610018902
20250904_183921,39156,39241,0.566271409223029,-0.7501384412270174,-0.1159103549996441,-0.9266021226687065,-0.19129073558796256,-0.2796178192734883,-0.3764895979864524
20250904_183921,39318,39676,2.3850019353158163,-0.8425013100946063,-0.17283238913951157,-0.9288111450287125,0.11382143208597843,1.8724213038682511,3.1225651646428387
20250904_183921,42281,42352,0.47300317711570655,-1.7691239517841173,0.6531698175932044,-0.8137359045036338,0.07051767789863342,-0.24406939811455153,0.11941337777621033
20250904_183921,42526,42587,0.40638301132476196,-0.8391466393334324,0.7749100300079991,-0.2351274537945362,0.11941337777621033,-0.11246523664968032,-0.025577036186884842
20250904_183921,42620,42684,0.42636906106204536,-0.49889847795605463,0.005145632999651535,-0.14964270987827763,0.1643484485501293,-0.20712003616866678,-0.13798240648863092
20250904_183921,42869,42909,0.26648066316377833,-0.1963588051207525,0.17353619768199557,-0.20712003616866678,-0.13798240648863092,-0.8529027743494572,0.39802649505888893
20250904_183921,56690,56789,0.6595396413303514,-0.3563016631157815,0.5313866697349997,-0.19268986057101395,-0.4956663864601492,-1.5520491339011049,-1.432421776724087
