dur_s,peak_hi,peak_lo,height_match,min_nose_gap,base_gap,ratio,speed_rel,speed_rel_t0,speed_rel_t1,pursuit_rel_t0,pursuit_rel_t1
0.33976194013394617,1.4410451752463374,0.9226416872927651,0.6402586838646785,0.24452886918205496,0.8482546577566142,0.33424407526645356,0.5662760305306622,0.5515060296113309,0.45866905962722615,-1.0279549408194648,-0.020097391286532994
0.6661998826155807,1.4385020067671326,0.9673904305544017,0.6724984921838936,0.18620712027599576,0.7745921131833595,0.27229596475908,0.24172625243139137,0.08558814226878926,0.6149089262374047,-0.05215902550759184,-0.06290081092388965
0.8727218462264107,1.6270824800330037,1.1690336847329257,0.7184845876462348,0.32167148427600273,0.5796119458322869,0.7662767002925036,0.5887064550948758,0.27436502145886055,0.6656541139835725,-0.11018671053565839,-0.10043828495670512
0.8860458438787223,1.1737331327402578,0.9523600780586123,0.811394048181279,0.07958834887205063,0.7307948599527889,0.27319220654712323,0.34754667042477055,1.6434856337076633,0.1298104357079336,-1.5676418275353263,0.019361668608176563
1.971951652542119,1.433372218279961,1.188193544020899,0.8289497514098082,0.030970563179407433,0.697263085397367,0.12534903665374064,0.4711823147188283,0.4689236371416275,0.4499494383044775,-0.5794244599744625,0.07239308071939486
3.0178854682485805,1.3480705315657804,1.160968633524719,0.8612076344227011,0.006675689308941245,0.8963904012360717,0.048295033210479094,0.14388013768913602,0.3072461691299554,0.073686509610859,-0.08066886734627768,-0.01939723605433821
1.1591877957511105,1.4798532922241077,1.1647676706362162,0.7870832039611565,0.03637866692736073,0.9039021890482336,0.10944348671171188,0.5906222746563637,0.2566038098705984,0.5344059217208356,-0.2138502936072076,-0.291926362683595
1.1258778016203315,1.4449044172520833,1.0943986703155295,0.7574194232147584,0.18833883137837706,0.5392448280505694,0.4288146205042722,0.7433010934647902,0.7468515360648321,0.734886404764955,-0.13115950416770242,0.23245160200045462
0.8127638567910085,1.4595616562335574,0.989875196209409,0.6782003295179811,0.18589144985643344,0.888022635105221,0.34938586293185303,0.48522365231849796,0.7851986179718478,1.1336037344950172,-0.2834515649417469,-0.09010440645474432
0.7461438685294504,1.4337118270000115,1.0933653550513867,0.7626116590941521,0.1877964767561889,0.9218204398531571,0.26215115152099944,0.5113592379879638,0.8211552437362497,0.483896366020506,-0.4076766425615475,-0.0706974728530287
1.1858357910557338,1.4820780413553625,1.1278701289071555,0.7610058967446254,0.09246774527595134,0.8960176222928703,0.149349911790905,0.6401901564791469,0.8738924785885959,0.22726002819687066,-0.6799428357849486,-0.006537709848545086
0.7794543819326472,1.3319766213593534,1.030202188121224,0.7734386411901492,0.32161598319470563,0.6818966306632732,0.8063156490502831,0.9388268141282764,0.606918622564447,0.1949902348259347,-0.6848475343276077,-0.014363579857983397
0.26648030810453227,1.4745714107564123,1.0176380625940455,0.6901246390447966,0.29850763887941595,1.0158867778673377,0.31417776654046425,0.6975636021210708,3.145934596888976,0.6540814882267898,-8.819596188522233,1.2392844610663472
0.4530153165810934,1.19740132257858,0.7558498295593639,0.6312418529250129,0.0866459849819952,1.0871850725881096,0.1257560560053604,0.7551496038440685,0.5196074985050838,0.7979733035825017,-0.7423575912553741,-0.02513240443599748
0.5729311356760887,1.1750811628388333,0.6085528749259976,0.5178815678193821,0.2886562052462849,1.2142680629930356,0.515899916341116,1.312352148700173,1.8289437371731865,2.63632499991629,-0.42946880074560667,-1.0064279811294505
0.7861148140671915,1.3200859095198678,0.48928307313015257,0.3706448721266263,0.7651348870385976,1.040142080372922,0.9287726143779601,1.0978938885730878,0.2299197349819125,0.24263231672079313,-0.18432684024576798,-0.2298274190043739
0.4730022317710936,1.1047351494135191,0.9174789819446328,0.8304967778310515,0.05884049443907452,0.7479811023276287,0.13689060690805216,0.10941495862508618,0.25560646947561005,0.10412220912645012,-0.2304664623793018,-0.029826727738244633
0.3397621664834616,0.8526289027764058,0.8422129694182725,0.987783743520521,0.20991418989542535,1.0134364477397595,0.2417367487605799,0.2747737937641498,0.34013005121258855,0.5240962432640198,-0.5054528602060196,-0.20841021602747256
0.4263682089204224,0.9597564000303014,0.8931632943752178,0.9306145750598994,0.04216459267263958,0.8039359615862496,0.07986392729364906,0.19661469601258902,0.7336399570524386,0.29031399009721914,-0.3686586291220932,-0.11367021331352377
0.299790146897172,0.8215343503581934,0.8198736992883222,0.9979785981326926,0.17786810873474473,1.0623510935897662,0.2877339676381205,0.22013170659506945,1.324019341328898,0.2719225874320375,-1.69060269580649,-0.19572915871554403
1.032610505979148,1.3022632949113784,1.0692801490360127,0.8210936706995027,0.04500669459450443,0.9140001034361998,0.10951891415603811,0.41917319273305575,0.19992949792077136,0.4277743206255411,-0.16772660561518327,-0.13516364936362443
0.2531561240465008,1.234915907495941,1.1056948343188069,0.8953604270600435,0.020265292556852207,0.7423355134300158,0.09070738162921826,0.5693502995824562,0.6249438105196706,0.19942226752678932,-0.23633439327738892,-0.10876763700758994
1.3790346757269911,1.4076943321083761,1.2712619675631667,0.9030809733098323,0.01777050782687281,0.7107079227661339,0.17150194965225052,0.3934099762856147,0.5573471440820523,0.5253741274146077,-0.2721732892351581,-0.10038901847268848
0.2864663312123722,1.1542864602970182,1.049880569448088,0.9095494104452505,0.0779889528059164,1.2182214591080238,0.08579219168938924,0.7480223137478408,2.3266951636650255,0.2794069858374957,-2.2719058744346627,-0.18413583230095085
0.9726531245815427,1.5064364595032629,1.154310252748187,0.7662522009914795,0.17211174681101005,0.9275072208916146,0.247430667797197,0.4971082994905155,2.102909632336348,0.3139596142626331,-3.2399503560361675,-0.14589838905943592
0.47966455458815804,1.4527139170361636,1.0570276150995865,0.727622694808446,0.19574821288895425,0.5229105437384589,0.4394208992735895,0.8921269526005462,1.7177587517119155,0.31498007061354355,-2.597720978731904,-0.003227473722768662
0.3464244005358919,1.2408670661604961,1.1312432823681131,0.911655497367996,0.15905909141126143,0.7462676009296789,0.28810068883604956,0.8716425147462177,3.1744519822708224,0.17208838313064587,-2.0279544619395593,-0.0733732968527073
0.6062427009378109,1.43676264819662,1.106070491240528,0.7698352213073143,0.0817964417403505,1.0401207611352932,0.09263377066240587,0.740736589425572,3.6078829135881922,0.1278350507916765,-4.425768535757646,-0.11882321207316254
0.7727928935031435,1.3258664920584111,1.1211156690187625,0.8455720660669442,0.11315168457171192,0.5627319017543833,0.3008483753080329,0.49240390505414494,0.7551929427690374,0.09343926151282245,-0.36849141029819754,0.010460959803235942
0.7061728164770105,1.5826334800888708,1.2881601731816414,0.8139346155556537,0.03026566101922248,1.128066269475783,0.06493193617304949,1.0710079070125456,1.9063574798186678,0.70818627310527,-3.812673805302339,-0.4360534114357811
1.67216393335594,1.5926693048575848,1.397430138020061,0.8774138697581154,0.10992677877119392,0.9627041542030188,0.350771159503949,0.7617946427925222,0.8773189772598423,0.5988577110045794,-0.48547254945151475,-0.327703925493489
0.26648030810453227,1.4932860050663648,0.957338380874679,0.6410951268723187,0.2570274648067035,1.3415136176221631,0.33959506120598315,0.9488558453433587,3.19703571738433,0.5477631953560258,-3.535202080999161,-0.23470568992562363
0.32643881237562844,1.1543100494595424,0.994968106186966,0.861959147503583,0.03548198908594934,0.9297572591854497,0.0608679274788648,0.14914574445255355,0.24965393798053365,0.20477420197758048,-0.2614408938979003,-0.11215101345093804
1.2990932329234193,1.5278187534983936,1.376855412263708,0.9011902813151035,0.0835237447779288,0.4403833859597892,0.4077479674768196,0.3591752169101335,0.5906908611308341,0.23451733767520308,-0.44026055273198866,0.019585670862326356
1.0659226526551133,1.2221841817795682,1.1253099874500274,0.9207368285617258,0.18924340724427502,0.6305842503586847,0.3592049309267027,0.386816944279055,0.21209297522435125,0.3435074297762916,-0.18559871232697775,0.08746481281499613
0.55294737606484,1.2493551036383868,1.1825732575917325,0.9465469458185496,0.03140271780681404,0.9964299776628435,0.05326754293437167,0.3286069552535666,0.4437228148161222,0.35740990856356664,-6.960931311186972,0.1223550591969086
0.4463551107993287,1.1856353272604025,1.0970827887556547,0.9253121626281476,0.03339818289918369,1.135356149465121,0.050511152209571954,0.3953499619078019,1.356976211625036,0.10658739716132795,-2.8497795844231018,-0.10858348041083275
0.8460761055449962,1.3613525998911193,1.087946515892364,0.7991658560606398,0.21419721378140807,0.6501845773395891,0.46279046768764437,0.8381173634158116,0.4007560161022407,0.5458169843390532,-0.29786242578667427,0.044861089236500104
0.3331008289547229,1.2317907221702242,0.9554773169116964,0.7756815339770489,0.30614608284015915,0.7307176383350824,0.5497904221941199,0.44936640972937464,1.2849857326485428,0.8562990870752833,-5.897574711650975,3.1064363540525055
2.4249740347903828,1.6117147266642384,1.3946432579150332,0.8653164451760781,0.13096049698075118,0.6969796546504554,0.27640941053739254,0.568068032986968,0.1409999028254322,1.348435816035612,-0.18172016163106755,0.4026207842778493
1.145866851604247,1.6941232426864852,1.21132426931282,0.7150154361803935,0.20720485832092897,0.5959033167093668,0.4636009121851435,0.3813971871594119,1.6496974681757042,0.9228744412063625,-4.208261327877974,0.4054644382028228
