dataset,session_name,cell,idf1,accuracy,grouping_accuracy,frames_perfectly_grouped,switches,sw_per_100k,coverage,n_gt_dets,identities,animals,frames,runtimeSeconds,fps
soc1,2022_09_23_M3_M2,C7_cams4,0.875958,0.875958,0.999992,0.999978,2,0.281,1.0,712000,2,2,89000,64.365,1382.7
soc1,2022_09_23_M3_M2,C7_cams5,0.875962,0.875962,0.999996,0.999989,2,0.225,1.0,890000,2,2,89000,71.817,1239.3
soc1,2022_09_23_M3_M2,C7b_cams2_sigma10,0.875758,0.875758,0.999927,0.999854,24,6.742,1.0,356000,2,2,89000,42.264,2105.8
soc1,2022_09_23_M3_M2,C7b_cams3_sigma10,0.875667,0.875667,0.999899,0.999697,14,2.622,1.0,534000,2,2,89000,52.986,1679.7
soc1,2022_09_23_M3_M2,C7b_cams4_sigma10,0.875688,0.875688,0.99989,0.99964,18,2.528,1.0,712000,2,2,89000,64.243,1385.4
soc1,2022_09_23_M3_M2,C7b_cams5_sigma10,0.999816,0.999816,0.999885,0.999629,24,2.697,1.0,890000,2,2,89000,70.774,1257.5
soc1,2022_09_23_M3_M2,C7c_cams2_sigma0,0.875966,0.875966,1.0,1.0,2,0.562,1.0,356000,2,2,89000,47.563,1871.2
soc1,2022_09_23_M3_M2,C7c_cams3_sigma0,0.875963,0.875963,0.999996,0.999989,2,0.375,1.0,534000,2,2,89000,61.126,1456.0
soc1,2022_09_23_M3_M2,C7c_cams4_sigma0,0.875963,0.875963,0.999997,0.999989,2,0.281,1.0,712000,2,2,89000,72.185,1232.9
soc1,2022_09_23_M3_M2,C7c_cams5_sigma0,0.87596,0.87596,0.999993,0.999978,2,0.225,1.0,890000,2,2,89000,73.792,1206.1
soc1,2022_09_23_M3_M2,C7d_cams2_drop25,0.750513,0.875852,0.99997,0.999917,12,4.496,0.74962,266914,2,2,89000,43.961,2016.7
soc1,2022_09_23_M3_M2,C7d_cams3_drop25,0.967694,0.999944,0.999952,0.999839,16,3.994,0.937512,400576,2,2,89000,56.133,1585.1
soc1,2022_09_23_M3_M2,C7d_cams4_drop25,0.868821,0.87576,0.999979,0.999887,6,1.122,0.984277,534565,2,2,89000,68.16,1305.7
soc1,2022_09_23_M3_M2,C7d_cams5_drop25,0.997194,0.999057,0.999348,0.998269,87,13.014,0.996277,668532,2,2,89000,73.925,1203.9
soc1,2022_09_23_M3_M2,C7d_cams6_drop25,0.999486,0.999978,0.999978,0.999888,4,0.499,0.999017,800887,2,2,89000,79.82,1115.0
soc1,2022_09_23_M3_M2,C7e_cams2_s3drop25,0.750197,0.874991,0.999067,0.998126,86,32.181,0.750358,267235,2,2,89000,45.129,1964.1
soc1,2022_09_23_M3_M2,C7e_cams3_s3drop25,0.847952,0.876171,0.999952,0.999804,12,2.995,0.937594,400668,2,2,89000,55.597,1600.5
soc1,2022_09_23_M3_M2,C7e_cams4_s3drop25,0.869155,0.876132,0.99997,0.999865,6,1.124,0.9842,533659,2,2,89000,61.298,1451.9
soc1,2022_09_23_M3_M2,C7e_cams5_s3drop25,0.99799,0.999961,0.999968,0.999888,7,1.05,0.996066,666730,2,2,89000,67.551,1317.5
soc1,2022_09_23_M3_M2,C7f_cams2_s3drop10,0.946689,0.999924,0.999937,0.999872,6,1.875,0.898905,320045,2,2,89000,44.879,1982.9
soc1,2022_09_23_M3_M2,C7f_cams3_s3drop10,0.892037,0.896459,0.999954,0.999798,12,2.497,0.990184,480528,2,2,89000,60.436,1472.6
soc1,2022_09_23_M3_M2,C7f_cams4_s3drop10,0.896053,0.896494,0.999953,0.999787,8,1.248,0.999015,640857,2,2,89000,68.936,1291.1
soc1,2022_09_23_M3_M2,C7f_cams5_s3drop10,0.999925,0.99998,0.999984,0.999899,4,0.499,0.99989,801008,2,2,89000,75.261,1182.6
soc1,2022_09_23_M3_M2,C8_drop50_sigma0,0.983964,0.999844,0.999876,0.999511,18,3.368,0.968732,534444,2,2,89000,69.173,1286.3
soc1,2022_09_23_M5_M4,C1_sigma0,0.648182,0.648182,,,2,0.187,1.0,1068000,2,2,89000,90.357,985.0
soc1,2022_09_23_M5_M4,C1_sigma1,0.64818,0.64818,,,2,0.187,1.0,1068000,2,2,89000,92.947,957.5
soc1,2022_09_23_M5_M4,C1_sigma10,0.999712,0.999712,,,4,0.375,1.0,1068000,2,2,89000,89.337,996.2
soc1,2022_09_23_M5_M4,C1_sigma2,0.999717,0.999717,,,4,0.375,1.0,1068000,2,2,89000,89.316,996.5
soc1,2022_09_23_M5_M4,C1_sigma20,0.648199,0.648199,,,2,0.187,1.0,1068000,2,2,89000,90.453,983.9
soc1,2022_09_23_M5_M4,C1_sigma3,0.648185,0.648185,,,2,0.187,1.0,1068000,2,2,89000,87.884,1012.7
soc1,2022_09_23_M5_M4,C1_sigma5,0.999721,0.999721,,,4,0.375,1.0,1068000,2,2,89000,88.59,1004.6
soc1,2022_09_23_M5_M4,C2_drop0.1,0.999714,0.999719,,,4,0.416,0.999991,961149,2,2,89000,80.94,1099.6
soc1,2022_09_23_M5_M4,C2_drop0.25,0.999216,0.999704,,,4,0.499,0.999025,800954,2,2,89000,78.461,1134.3
soc1,2022_09_23_M5_M4,C2_drop0.5,0.516041,0.524355,,,15,2.809,0.968785,533998,2,2,89000,62.155,1431.5
soc1,2022_09_23_M5_M4,C2b_nodedrop0.25,0.999725,0.999725,,,4,0.375,1.0,1068000,2,2,89000,76.103,1169.5
soc1,2022_09_23_M5_M4,C2b_nodedrop0.5,0.999704,0.999704,,,4,0.375,1.0,1068000,2,2,89000,73.697,1207.6
soc1,2022_09_23_M5_M4,C3_occl0.25,0.999705,0.999774,,,4,0.39,0.999862,1025708,2,2,89000,85.555,1040.3
soc1,2022_09_23_M5_M4,C3_occl0.5,0.998483,0.999825,,,10,1.017,0.997319,983352,2,2,89000,79.912,1113.7
soc1,2022_09_23_M5_M4,C4_com_sigma0,0.51595,0.51595,,,12,1.111,1.0,1080000,2,2,90000,23.806,3780.6
soc1,2022_09_23_M5_M4,C4_com_sigma3,0.853472,0.853472,,,6,0.556,1.0,1080000,2,2,90000,23.207,3878.1
soc1,2022_09_23_M5_M4,C4u_comused_sigma0,0.652069,0.652069,0.99995,0.9998,2,0.185,1.0,1080000,2,2,90000,18.905,4760.6
soc1,2022_09_23_M5_M4,C4u_comused_sigma3,0.999561,0.999561,0.999817,0.998944,4,0.37,1.0,1080000,2,2,90000,18.776,4793.4
soc1,2022_09_23_M5_M4,C7_cams2,0.999708,0.999708,1.0,1.0,4,1.124,1.0,356000,2,2,89000,41.02,2169.7
soc1,2022_09_23_M5_M4,C7_cams3,0.999712,0.999712,0.999996,0.999989,4,0.749,1.0,534000,2,2,89000,56.032,1588.4
soc1,2022_09_23_M5_M4,C7_cams4,0.999719,0.999719,0.999994,0.999978,4,0.562,1.0,712000,2,2,89000,64.018,1390.2
soc1,2022_09_23_M5_M4,C7_cams5,0.999715,0.999715,0.999996,0.999989,4,0.449,1.0,890000,2,2,89000,70.807,1256.9
soc1,2022_09_23_M5_M4,C7b_cams2_sigma10,0.999708,0.999708,1.0,1.0,4,1.124,1.0,356000,2,2,89000,41.314,2154.2
soc1,2022_09_23_M5_M4,C7b_cams3_sigma10,0.999708,0.999708,1.0,1.0,4,0.749,1.0,534000,2,2,89000,56.011,1589.0
soc1,2022_09_23_M5_M4,C7b_cams4_sigma10,0.999716,0.999716,0.999992,0.999978,4,0.562,1.0,712000,2,2,89000,63.353,1404.8
soc1,2022_09_23_M5_M4,C7b_cams5_sigma10,0.999712,0.999712,0.999991,0.999966,4,0.449,1.0,890000,2,2,89000,71.627,1242.5
soc1,2022_09_23_M5_M4,C7c_cams2_sigma0,0.999854,0.999854,0.999854,0.999708,2,0.562,1.0,356000,2,2,89000,47.387,1878.2
soc1,2022_09_23_M5_M4,C7c_cams3_sigma0,0.648184,0.648184,0.999996,0.999989,2,0.375,1.0,534000,2,2,89000,65.5,1358.8
soc1,2022_09_23_M5_M4,C7c_cams4_sigma0,0.648188,0.648188,0.999992,0.999978,4,0.562,1.0,712000,2,2,89000,67.621,1316.2
soc1,2022_09_23_M5_M4,C7c_cams5_sigma0,0.648182,0.648182,0.999998,0.999989,2,0.225,1.0,890000,2,2,89000,82.369,1080.5
soc1,2022_09_23_M5_M4,C7d_cams2_drop25,0.857314,0.999731,0.99997,0.999931,8,2.992,0.750615,267394,2,2,89000,41.253,2149.3
soc1,2022_09_23_M5_M4,C7d_cams3_drop25,0.96766,0.999702,0.999992,0.999965,6,1.496,0.937888,401048,2,2,89000,54.896,1620.7
soc1,2022_09_23_M5_M4,C7d_cams4_drop25,0.991797,0.999716,0.99999,0.999944,4,0.75,0.984282,533665,2,2,89000,66.772,1332.9
soc1,2022_09_23_M5_M4,C7d_cams5_drop25,0.99771,0.999722,0.999982,0.99991,6,0.899,0.995984,667586,2,2,89000,72.491,1227.7
soc1,2022_09_23_M5_M4,C7d_cams6_drop25,0.999253,0.999713,0.999965,0.999809,4,0.499,0.99908,801877,2,2,89000,80.365,1107.4
soc1,2022_09_23_M5_M4,C7e_cams2_s3drop25,0.449158,0.524946,0.999915,0.999819,14,5.254,0.747685,266468,2,2,89000,41.541,2134.0
soc1,2022_09_23_M5_M4,C7e_cams3_s3drop25,0.967399,0.999718,0.999984,0.999931,10,2.496,0.937369,400713,2,2,89000,56.182,1583.7
soc1,2022_09_23_M5_M4,C7e_cams4_s3drop25,0.991851,0.999692,0.999979,0.99991,6,1.124,0.984437,533821,2,2,89000,66.884,1330.6
soc1,2022_09_23_M5_M4,C7e_cams5_s3drop25,0.997738,0.999731,0.99998,0.99991,10,1.499,0.996021,667004,2,2,89000,73.394,1212.6
soc1,2022_09_23_M5_M4,C7f_cams2_s3drop10,0.947046,0.999691,0.99999,0.999977,6,1.873,0.899947,320419,2,2,89000,46.907,1897.2
soc1,2022_09_23_M5_M4,C7f_cams3_s3drop10,0.994765,0.999704,0.999981,0.999921,6,1.248,0.990168,480800,2,2,89000,59.634,1492.4
soc1,2022_09_23_M5_M4,C7f_cams4_s3drop10,0.999196,0.9997,0.999995,0.999966,4,0.625,0.998991,640507,2,2,89000,66.262,1343.2
soc1,2022_09_23_M5_M4,C7f_cams5_s3drop10,0.999645,0.999697,0.999989,0.999944,4,0.499,0.999896,801062,2,2,89000,70.639,1259.9
soc1,2022_09_23_M5_M4,C8_drop50_sigma0,0.983608,0.999619,0.999917,0.99959,26,4.874,0.968472,533431,2,2,89000,68.638,1296.4
soc1,2022_09_24_M2_M4,C1_sigma0,1.0,1.0,,,0,0.0,1.0,1068000,2,2,89000,86.218,1032.3
soc1,2022_09_24_M2_M4,C1_sigma1,1.0,1.0,,,0,0.0,1.0,1068000,2,2,89000,85.799,1037.3
soc1,2022_09_24_M2_M4,C1_sigma10,0.999996,0.999996,,,0,0.0,1.0,1068000,2,2,89000,86.93,1023.8
soc1,2022_09_24_M2_M4,C1_sigma2,1.0,1.0,,,0,0.0,1.0,1068000,2,2,89000,86.05,1034.3
soc1,2022_09_24_M2_M4,C1_sigma20,0.999899,0.999899,,,8,0.749,1.0,1068000,2,2,89000,85.199,1044.6
soc1,2022_09_24_M2_M4,C1_sigma3,1.0,1.0,,,0,0.0,1.0,1068000,2,2,89000,90.361,984.9
soc1,2022_09_24_M2_M4,C1_sigma5,1.0,1.0,,,0,0.0,1.0,1068000,2,2,89000,84.795,1049.6
soc1,2022_09_24_M2_M4,C2_drop0.1,0.999989,0.999992,,,0,0.0,0.999994,960601,2,2,89000,81.141,1096.9
soc1,2022_09_24_M2_M4,C2_drop0.25,0.999424,0.999954,,,6,0.749,0.998941,800570,2,2,89000,78.155,1138.8
soc1,2022_09_24_M2_M4,C2_drop0.5,0.98385,0.999717,,,56,10.498,0.968752,533444,2,2,89000,64.636,1376.6
soc1,2022_09_24_M2_M4,C2b_nodedrop0.25,0.561659,0.561659,,,2,0.187,1.0,1068000,2,2,89000,81.819,1087.8
soc1,2022_09_24_M2_M4,C2b_nodedrop0.5,0.561684,0.561684,,,4,0.375,1.0,1068000,2,2,89000,67.056,1327.2
soc1,2022_09_24_M2_M4,C3_occl0.25,0.99992,0.999971,,,4,0.39,0.999899,1024464,2,2,89000,84.938,1047.8
soc1,2022_09_24_M2_M4,C3_occl0.5,0.998485,0.999899,,,32,3.264,0.997177,980452,2,2,89000,82.056,1084.6
soc1,2022_09_24_M2_M4,C4_com_sigma0,0.595,0.595,,,40,3.704,1.0,1080000,2,2,90000,21.969,4096.7
soc1,2022_09_24_M2_M4,C4_com_sigma3,0.856802,0.856802,,,62,5.741,1.0,1080000,2,2,90000,23.717,3794.7
soc1,2022_09_24_M2_M4,C4u_comused_sigma0,0.999946,0.999946,0.999946,0.999678,0,0.0,1.0,1080000,2,2,90000,19.297,4663.9
soc1,2022_09_24_M2_M4,C4u_comused_sigma3,0.999759,0.999759,0.999759,0.998556,0,0.0,1.0,1080000,2,2,90000,18.211,4942.1
soc1,2022_09_24_M2_M4,C7_cams2,1.0,1.0,1.0,1.0,0,0.0,1.0,356000,2,2,89000,41.882,2125.0
soc1,2022_09_24_M2_M4,C7_cams3,1.0,1.0,1.0,1.0,0,0.0,1.0,534000,2,2,89000,54.808,1623.9
soc1,2022_09_24_M2_M4,C7_cams4,1.0,1.0,1.0,1.0,0,0.0,1.0,712000,2,2,89000,63.265,1406.8
soc1,2022_09_24_M2_M4,C7_cams5,1.0,1.0,1.0,1.0,0,0.0,1.0,890000,2,2,89000,74.477,1195.0
soc1,2022_09_24_M2_M4,C7b_cams2_sigma10,0.997404,0.997404,0.99973,0.999461,8,2.247,1.0,356000,2,2,89000,41.622,2138.3
soc1,2022_09_24_M2_M4,C7b_cams3_sigma10,0.944929,0.944929,0.999989,0.999966,2,0.375,1.0,534000,2,2,89000,55.55,1602.2
soc1,2022_09_24_M2_M4,C7b_cams4_sigma10,1.0,1.0,1.0,1.0,0,0.0,1.0,712000,2,2,89000,64.462,1380.7
soc1,2022_09_24_M2_M4,C7b_cams5_sigma10,0.999991,0.999991,0.999991,0.999966,0,0.0,1.0,890000,2,2,89000,72.723,1223.8
soc1,2022_09_24_M2_M4,C7c_cams2_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,356000,2,2,89000,46.952,1895.6
soc1,2022_09_24_M2_M4,C7c_cams3_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,534000,2,2,89000,60.718,1465.8
soc1,2022_09_24_M2_M4,C7c_cams4_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,712000,2,2,89000,73.463,1211.5
soc1,2022_09_24_M2_M4,C7c_cams5_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,890000,2,2,89000,81.33,1094.3
soc1,2022_09_24_M2_M4,C7d_cams2_drop25,0.769477,0.897582,0.999086,0.998178,100,37.468,0.750207,266897,2,2,89000,42.352,2093.6
soc1,2022_09_24_M2_M4,C7d_cams3_drop25,0.967133,0.999939,0.999944,0.999769,16,3.998,0.936468,400162,2,2,89000,55.213,1611.6
soc1,2022_09_24_M2_M4,C7d_cams4_drop25,0.992155,0.999945,0.999949,0.999718,12,2.246,0.98454,534285,2,2,89000,66.983,1328.6
soc1,2022_09_24_M2_M4,C7d_cams5_drop25,0.997981,0.999961,0.999961,0.999764,6,0.898,0.996048,667971,2,2,89000,74.456,1195.3
soc1,2022_09_24_M2_M4,C7d_cams6_drop25,0.999446,0.99996,0.99996,0.999753,6,0.75,0.998973,800453,2,2,89000,80.974,1099.1
soc1,2022_09_24_M2_M4,C7e_cams2_s3drop25,0.528705,0.616685,0.997493,0.994701,325,121.797,0.750293,266837,2,2,89000,41.581,2132.3
soc1,2022_09_24_M2_M4,C7e_cams3_s3drop25,0.967501,0.999928,0.999941,0.999793,16,3.997,0.937179,400314,2,2,89000,55.06,1616.1
soc1,2022_09_24_M2_M4,C7e_cams4_s3drop25,0.991922,0.999844,0.999846,0.999313,32,5.996,0.984278,533726,2,2,89000,65.961,1349.3
soc1,2022_09_24_M2_M4,C7e_cams5_s3drop25,0.997982,0.999943,0.999944,0.999697,6,0.899,0.996085,667437,2,2,89000,73.415,1212.3
soc1,2022_09_24_M2_M4,C7f_cams2_s3drop10,0.947149,0.99999,0.99999,0.999965,6,1.873,0.899623,320421,2,2,89000,44.526,1998.7
soc1,2022_09_24_M2_M4,C7f_cams3_s3drop10,0.994903,0.999987,0.999987,0.999933,0,0.0,0.989883,480498,2,2,89000,58.77,1514.4
soc1,2022_09_24_M2_M4,C7f_cams4_s3drop10,0.999521,0.999995,0.999995,0.999966,0,0.0,0.999051,640960,2,2,89000,66.973,1328.9
soc1,2022_09_24_M2_M4,C7f_cams5_s3drop10,0.999942,0.999991,0.999991,0.999921,0,0.0,0.999901,801047,2,2,89000,76.618,1161.6
soc1,2022_09_24_M2_M4,C8_drop50_sigma0,0.548735,0.557541,0.999817,0.999284,36,6.737,0.968899,534332,2,2,89000,66.797,1332.1
soc1,2022_09_24_M3_M6,C1_sigma0,1.0,1.0,,,0,0.0,1.0,1068000,2,2,89000,81.927,1086.3
soc1,2022_09_24_M3_M6,C1_sigma1,1.0,1.0,,,0,0.0,1.0,1068000,2,2,89000,85.778,1037.6
soc1,2022_09_24_M3_M6,C1_sigma10,1.0,1.0,,,0,0.0,1.0,1068000,2,2,89000,84.537,1052.8
soc1,2022_09_24_M3_M6,C1_sigma2,1.0,1.0,,,0,0.0,1.0,1068000,2,2,89000,84.959,1047.6
soc1,2022_09_24_M3_M6,C1_sigma20,1.0,1.0,,,0,0.0,1.0,1068000,2,2,89000,85.99,1035.0
soc1,2022_09_24_M3_M6,C1_sigma3,1.0,1.0,,,0,0.0,1.0,1068000,2,2,89000,82.415,1079.9
soc1,2022_09_24_M3_M6,C1_sigma5,1.0,1.0,,,0,0.0,1.0,1068000,2,2,89000,84.175,1057.3
soc1,2022_09_24_M3_M6,C2_drop0.1,0.999994,0.999998,,,0,0.0,0.999992,961142,2,2,89000,81.332,1094.3
soc1,2022_09_24_M3_M6,C2_drop0.25,0.999494,0.999992,,,0,0.0,0.999003,800770,2,2,89000,76.432,1164.4
soc1,2022_09_24_M3_M6,C2_drop0.5,0.983883,0.999959,,,5,0.939,0.968356,532606,2,2,89000,61.179,1454.3
soc1,2022_09_24_M3_M6,C2b_nodedrop0.25,1.0,1.0,,,0,0.0,1.0,1068000,2,2,89000,81.394,1093.4
soc1,2022_09_24_M3_M6,C2b_nodedrop0.5,1.0,1.0,,,0,0.0,1.0,1068000,2,2,89000,72.618,1225.6
soc1,2022_09_24_M3_M6,C3_occl0.25,0.999957,0.999994,,,2,0.192,0.999926,1044230,2,2,89000,84.315,1055.6
soc1,2022_09_24_M3_M6,C3_occl0.5,0.99925,0.999988,,,2,0.196,0.998524,1019805,2,2,89000,81.78,1088.2
soc1,2022_09_24_M3_M6,C4_com_sigma0,0.999787,0.999787,,,4,0.37,1.0,1080000,2,2,90000,23.075,3900.3
soc1,2022_09_24_M3_M6,C4_com_sigma3,0.627087,0.627087,,,6,0.556,1.0,1080000,2,2,90000,22.416,4015.0
soc1,2022_09_24_M3_M6,C4u_comused_sigma0,0.999987,0.999987,0.999987,0.999922,0,0.0,1.0,1080000,2,2,90000,19.254,4674.4
soc1,2022_09_24_M3_M6,C4u_comused_sigma3,0.999946,0.999946,0.999946,0.999678,0,0.0,1.0,1080000,2,2,90000,18.674,4819.5
soc1,2022_09_24_M3_M6,C7_cams2,1.0,1.0,1.0,1.0,0,0.0,1.0,356000,2,2,89000,42.405,2098.8
soc1,2022_09_24_M3_M6,C7_cams3,1.0,1.0,1.0,1.0,0,0.0,1.0,534000,2,2,89000,52.492,1695.5
soc1,2022_09_24_M3_M6,C7_cams4,1.0,1.0,1.0,1.0,0,0.0,1.0,712000,2,2,89000,62.539,1423.1
soc1,2022_09_24_M3_M6,C7_cams5,1.0,1.0,1.0,1.0,0,0.0,1.0,890000,2,2,89000,72.025,1235.7
soc1,2022_09_24_M3_M6,C7b_cams2_sigma10,1.0,1.0,1.0,1.0,0,0.0,1.0,356000,2,2,89000,41.617,2138.5
soc1,2022_09_24_M3_M6,C7b_cams3_sigma10,1.0,1.0,1.0,1.0,0,0.0,1.0,534000,2,2,89000,57.58,1545.7
soc1,2022_09_24_M3_M6,C7b_cams4_sigma10,1.0,1.0,1.0,1.0,0,0.0,1.0,712000,2,2,89000,63.588,1399.6
soc1,2022_09_24_M3_M6,C7b_cams5_sigma10,1.0,1.0,1.0,1.0,0,0.0,1.0,890000,2,2,89000,70.989,1253.7
soc1,2022_09_24_M3_M6,C7c_cams2_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,356000,2,2,89000,48.666,1828.8
soc1,2022_09_24_M3_M6,C7c_cams3_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,534000,2,2,89000,65.272,1363.5
soc1,2022_09_24_M3_M6,C7c_cams4_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,712000,2,2,89000,66.927,1329.8
soc1,2022_09_24_M3_M6,C7c_cams5_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,890000,2,2,89000,83.099,1071.0
soc1,2022_09_24_M3_M6,C7d_cams2_drop25,0.85621,0.999885,0.999895,0.999791,6,2.251,0.748723,266531,2,2,89000,42.236,2098.3
soc1,2022_09_24_M3_M6,C7d_cams3_drop25,0.967944,0.999997,0.999997,0.999988,0,0.0,0.937884,401104,2,2,89000,55.177,1612.7
soc1,2022_09_24_M3_M6,C7d_cams4_drop25,0.992186,0.999994,0.999994,0.999977,2,0.374,0.984505,534430,2,2,89000,67.282,1322.7
soc1,2022_09_24_M3_M6,C7d_cams5_drop25,0.997997,0.999994,0.999994,0.999966,2,0.3,0.996013,666976,2,2,89000,69.123,1287.6
soc1,2022_09_24_M3_M6,C7d_cams6_drop25,0.999493,0.999995,0.999995,0.999966,0,0.0,0.998996,800916,2,2,89000,81.557,1091.3
soc1,2022_09_24_M3_M6,C7e_cams2_s3drop25,0.855394,0.998356,0.998356,0.996716,207,77.543,0.749479,266948,2,2,89000,40.929,2165.8
soc1,2022_09_24_M3_M6,C7e_cams3_s3drop25,0.967108,0.999995,0.999995,0.999977,0,0.0,0.93632,400064,2,2,89000,57.169,1556.5
soc1,2022_09_24_M3_M6,C7e_cams4_s3drop25,0.99218,0.999994,0.999994,0.999966,0,0.0,0.984492,533971,2,2,89000,67.531,1317.9
soc1,2022_09_24_M3_M6,C7e_cams5_s3drop25,0.998032,0.999997,0.999997,0.999989,0,0.0,0.996079,667609,2,2,89000,68.138,1306.2
soc1,2022_09_24_M3_M6,C7f_cams2_s3drop10,0.94729,1.0,1.0,1.0,0,0.0,0.899858,320526,2,2,89000,45.701,1947.3
soc1,2022_09_24_M3_M6,C7f_cams3_s3drop10,0.994901,1.0,1.0,1.0,0,0.0,0.989853,480548,2,2,89000,60.683,1466.6
soc1,2022_09_24_M3_M6,C7f_cams4_s3drop10,0.999526,0.999998,0.999998,0.999989,0,0.0,0.999056,640596,2,2,89000,68.555,1298.2
soc1,2022_09_24_M3_M6,C7f_cams5_s3drop10,0.999941,0.999998,0.999998,0.999989,0,0.0,0.999886,800892,2,2,89000,73.836,1205.4
soc1,2022_09_24_M3_M6,C8_drop50_sigma0,0.983962,0.999965,0.999973,0.999875,6,1.124,0.968497,534005,2,2,89000,69.488,1280.5
soc1,2022_09_24_M5_M1,C1_sigma0,1.0,1.0,,,0,0.0,1.0,1068000,2,2,89000,84.084,1058.5
soc1,2022_09_24_M5_M1,C1_sigma1,1.0,1.0,,,0,0.0,1.0,1068000,2,2,89000,84.315,1055.6
soc1,2022_09_24_M5_M1,C1_sigma10,1.0,1.0,,,0,0.0,1.0,1068000,2,2,89000,85.733,1038.1
soc1,2022_09_24_M5_M1,C1_sigma2,1.0,1.0,,,0,0.0,1.0,1068000,2,2,89000,83.228,1069.4
soc1,2022_09_24_M5_M1,C1_sigma20,1.0,1.0,,,0,0.0,1.0,1068000,2,2,89000,86.585,1027.9
soc1,2022_09_24_M5_M1,C1_sigma3,1.0,1.0,,,0,0.0,1.0,1068000,2,2,89000,81.598,1090.7
soc1,2022_09_24_M5_M1,C1_sigma5,1.0,1.0,,,0,0.0,1.0,1068000,2,2,89000,87.169,1021.0
soc1,2022_09_24_M5_M1,C2_drop0.1,0.999992,0.999999,,,0,0.0,0.999985,961043,2,2,89000,83.71,1063.2
soc1,2022_09_24_M5_M1,C2_drop0.25,0.999551,0.999985,,,1,0.125,0.999133,801551,2,2,89000,76.536,1162.9
soc1,2022_09_24_M5_M1,C2_drop0.5,0.984337,0.99995,,,9,1.682,0.969252,535060,2,2,89000,64.461,1380.1
soc1,2022_09_24_M5_M1,C2b_nodedrop0.25,1.0,1.0,,,0,0.0,1.0,1068000,2,2,89000,81.221,1095.8
soc1,2022_09_24_M5_M1,C2b_nodedrop0.5,0.999998,0.999998,,,0,0.0,1.0,1068000,2,2,89000,72.741,1223.5
soc1,2022_09_24_M5_M1,C3_occl0.25,0.999885,0.999993,,,0,0.0,0.999783,997454,2,2,89000,83.345,1067.9
soc1,2022_09_24_M5_M1,C3_occl0.5,0.997659,0.999987,,,6,0.647,0.995355,927801,2,2,89000,73.348,1213.3
soc1,2022_09_24_M5_M1,C4_com_sigma0,0.821817,0.821817,,,6,0.556,1.0,1080000,2,2,90000,22.754,3955.3
soc1,2022_09_24_M5_M1,C4_com_sigma3,0.821613,0.821613,,,8,0.741,1.0,1080000,2,2,90000,23.165,3885.2
soc1,2022_09_24_M5_M1,C4u_comused_sigma0,0.999974,0.999974,0.999974,0.999844,0,0.0,1.0,1080000,2,2,90000,19.307,4661.5
soc1,2022_09_24_M5_M1,C4u_comused_sigma3,0.999889,0.999889,0.999889,0.999333,0,0.0,1.0,1080000,2,2,90000,18.023,4993.6
soc1,2022_09_24_M5_M1,C7_cams2,1.0,1.0,1.0,1.0,0,0.0,1.0,356000,2,2,89000,41.713,2133.6
soc1,2022_09_24_M5_M1,C7_cams3,1.0,1.0,1.0,1.0,0,0.0,1.0,534000,2,2,89000,52.09,1708.6
soc1,2022_09_24_M5_M1,C7_cams4,1.0,1.0,1.0,1.0,0,0.0,1.0,712000,2,2,89000,62.787,1417.5
soc1,2022_09_24_M5_M1,C7_cams5,1.0,1.0,1.0,1.0,0,0.0,1.0,890000,2,2,89000,69.416,1282.1
soc1,2022_09_24_M5_M1,C7b_cams2_sigma10,1.0,1.0,1.0,1.0,0,0.0,1.0,356000,2,2,89000,41.49,2145.1
soc1,2022_09_24_M5_M1,C7b_cams3_sigma10,1.0,1.0,1.0,1.0,0,0.0,1.0,534000,2,2,89000,56.814,1566.5
soc1,2022_09_24_M5_M1,C7b_cams4_sigma10,1.0,1.0,1.0,1.0,0,0.0,1.0,712000,2,2,89000,62.975,1413.3
soc1,2022_09_24_M5_M1,C7b_cams5_sigma10,1.0,1.0,1.0,1.0,0,0.0,1.0,890000,2,2,89000,72.747,1223.4
soc1,2022_09_24_M5_M1,C7c_cams2_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,356000,2,2,89000,48.46,1836.6
soc1,2022_09_24_M5_M1,C7c_cams3_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,534000,2,2,89000,64.165,1387.0
soc1,2022_09_24_M5_M1,C7c_cams4_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,712000,2,2,89000,68.521,1298.9
soc1,2022_09_24_M5_M1,C7c_cams5_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,890000,2,2,89000,83.641,1064.1
soc1,2022_09_24_M5_M1,C7d_cams2_drop25,0.856454,0.99999,0.99999,0.999972,3,1.123,0.748959,267040,2,2,89000,42.95,2064.8
