dataset,session_name,cell,idf1,accuracy,grouping_accuracy,frames_perfectly_grouped,switches,sw_per_100k,coverage,n_gt_dets,identities,animals,frames,runtimeSeconds,fps
soc3,2022_10_04_M1_M2,C2_drop0.5,0.983947,0.999899,,,12,2.249,0.968592,533529,2,2,89000,61.032,1457.9
soc3,2022_10_04_M1_M2,C2b_nodedrop0.25,0.999998,0.999998,,,0,0.0,1.0,1068000,2,2,89000,84.302,1055.7
soc3,2022_10_04_M1_M2,C2b_nodedrop0.5,0.999996,0.999996,,,0,0.0,1.0,1068000,2,2,89000,68.82,1293.2
soc3,2022_10_04_M1_M2,C3_occl0.25,0.999981,0.999997,,,0,0.0,0.999967,1052341,2,2,89000,86.576,1028.0
soc3,2022_10_04_M1_M2,C3_occl0.5,0.999501,0.999985,,,4,0.386,0.999034,1037101,2,2,89000,83.247,1069.1
soc3,2022_10_04_M1_M2,C4_com_sigma0,0.999957,0.999957,,,0,0.0,1.0,1080000,2,2,90000,23.7,3797.5
soc3,2022_10_04_M1_M2,C4_com_sigma3,0.999907,0.999907,,,0,0.0,1.0,1080000,2,2,90000,24.613,3656.6
soc3,2022_10_04_M1_M2,C4u_comused_sigma0,0.999993,0.999993,0.999993,0.999956,0,0.0,1.0,1080000,2,2,90000,17.973,5007.5
soc3,2022_10_04_M1_M2,C4u_comused_sigma3,0.999944,0.999944,0.999944,0.999667,0,0.0,1.0,1080000,2,2,90000,18.076,4979.0
soc3,2022_10_04_M1_M2,C7_cams2,1.0,1.0,1.0,1.0,0,0.0,1.0,356000,2,2,89000,42.399,2099.1
soc3,2022_10_04_M1_M2,C7_cams3,1.0,1.0,1.0,1.0,0,0.0,1.0,534000,2,2,89000,57.407,1550.3
soc3,2022_10_04_M1_M2,C7_cams4,1.0,1.0,1.0,1.0,0,0.0,1.0,712000,2,2,89000,65.027,1368.7
soc3,2022_10_04_M1_M2,C7_cams5,1.0,1.0,1.0,1.0,0,0.0,1.0,890000,2,2,89000,65.191,1365.2
soc3,2022_10_04_M1_M2,C7b_cams2_sigma10,1.0,1.0,1.0,1.0,0,0.0,1.0,356000,2,2,89000,42.511,2093.6
soc3,2022_10_04_M1_M2,C7b_cams3_sigma10,1.0,1.0,1.0,1.0,0,0.0,1.0,534000,2,2,89000,57.241,1554.8
soc3,2022_10_04_M1_M2,C7b_cams4_sigma10,1.0,1.0,1.0,1.0,0,0.0,1.0,712000,2,2,89000,62.383,1426.7
soc3,2022_10_04_M1_M2,C7b_cams5_sigma10,1.0,1.0,1.0,1.0,0,0.0,1.0,890000,2,2,89000,72.349,1230.1
soc3,2022_10_04_M1_M2,C7c_cams2_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,356000,2,2,89000,47.258,1883.3
soc3,2022_10_04_M1_M2,C7c_cams3_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,534000,2,2,89000,66.894,1330.5
soc3,2022_10_04_M1_M2,C7c_cams4_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,712000,2,2,89000,73.808,1205.8
soc3,2022_10_04_M1_M2,C7c_cams5_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,890000,2,2,89000,74.347,1197.1
soc3,2022_10_04_M1_M2,C7d_cams2_drop25,0.857142,1.0,1.0,1.0,0,0.0,0.749998,266886,2,2,89000,40.393,2194.9
soc3,2022_10_04_M1_M2,C7d_cams3_drop25,0.894135,0.923912,0.999886,0.999689,25,6.241,0.937555,400606,2,2,89000,55.337,1608.0
soc3,2022_10_04_M1_M2,C7d_cams4_drop25,0.992102,0.999994,0.999994,0.999966,2,0.374,0.984339,534331,2,2,89000,68.732,1294.8
soc3,2022_10_04_M1_M2,C7d_cams5_drop25,0.998034,0.999998,0.999998,0.999989,0,0.0,0.996078,667556,2,2,89000,74.32,1197.5
soc3,2022_10_04_M1_M2,C7d_cams6_drop25,0.999512,0.999991,0.999991,0.999955,2,0.25,0.999042,800757,2,2,89000,78.167,1138.6
soc3,2022_10_04_M1_M2,C7e_cams2_s3drop25,0.857191,0.999995,0.999995,0.999986,2,0.749,0.75008,267158,2,2,89000,43.332,2045.8
soc3,2022_10_04_M1_M2,C7e_cams3_s3drop25,0.96767,0.999995,0.999997,0.999988,2,0.499,0.937375,400430,2,2,89000,59.02,1507.7
soc3,2022_10_04_M1_M2,C7e_cams4_s3drop25,0.992031,0.999998,0.999998,0.999989,0,0.0,0.984192,533847,2,2,89000,69.541,1279.8
soc3,2022_10_04_M1_M2,C7e_cams5_s3drop25,0.998009,0.999992,0.999992,0.999944,2,0.3,0.996041,667631,2,2,89000,73.289,1214.4
soc3,2022_10_04_M1_M2,C7f_cams2_s3drop10,0.944271,0.997115,0.997115,0.994097,290,90.545,0.899342,320281,2,2,89000,44.804,1986.3
soc3,2022_10_04_M1_M2,C7f_cams3_s3drop10,0.994969,0.999994,0.999994,0.999966,2,0.416,0.990001,480756,2,2,89000,60.979,1459.5
soc3,2022_10_04_M1_M2,C7f_cams4_s3drop10,0.999521,1.0,1.0,1.0,0,0.0,0.999043,640469,2,2,89000,66.53,1337.7
soc3,2022_10_04_M1_M2,C7f_cams5_s3drop10,0.999954,0.999998,0.999998,0.999978,0,0.0,0.999914,800384,2,2,89000,69.711,1276.7
soc3,2022_10_04_M1_M2,C8_drop50_sigma0,0.984075,0.999919,0.999934,0.999727,11,2.063,0.968804,533215,2,2,89000,61.698,1442.0
soc3,2022_10_04_M3_M4,C1_sigma0,0.972423,0.972423,,,2,0.187,1.0,1068000,2,2,89000,86.717,1026.3
soc3,2022_10_04_M3_M4,C1_sigma1,0.972419,0.972419,,,2,0.187,1.0,1068000,2,2,89000,85.71,1038.4
soc3,2022_10_04_M3_M4,C1_sigma10,0.999326,0.999326,,,42,3.933,1.0,1068000,2,2,89000,85.582,1039.9
soc3,2022_10_04_M3_M4,C1_sigma2,0.972416,0.972416,,,2,0.187,1.0,1068000,2,2,89000,84.489,1053.4
soc3,2022_10_04_M3_M4,C1_sigma20,0.971691,0.971691,,,92,8.614,1.0,1068000,2,2,89000,84.027,1059.2
soc3,2022_10_04_M3_M4,C1_sigma3,0.972418,0.972418,,,2,0.187,1.0,1068000,2,2,89000,83.669,1063.7
soc3,2022_10_04_M3_M4,C1_sigma5,0.972112,0.972112,,,8,0.749,1.0,1068000,2,2,89000,82.414,1079.9
soc3,2022_10_04_M3_M4,C2_drop0.1,0.972381,0.972387,,,2,0.208,0.999986,961158,2,2,89000,79.101,1125.1
soc3,2022_10_04_M3_M4,C2_drop0.25,0.7006,0.700924,,,32,3.992,0.999078,801548,2,2,89000,75.137,1184.5
soc3,2022_10_04_M3_M4,C2_drop0.5,0.951475,0.966921,,,92,17.243,0.968554,533546,2,2,89000,63.116,1409.6
soc3,2022_10_04_M3_M4,C2b_nodedrop0.25,0.972268,0.972268,,,10,0.936,1.0,1068000,2,2,89000,77.259,1152.0
soc3,2022_10_04_M3_M4,C2b_nodedrop0.5,0.634412,0.634412,,,66,6.18,1.0,1068000,2,2,89000,73.1,1217.5
soc3,2022_10_04_M3_M4,C3_occl0.25,0.971993,0.972057,,,16,1.564,0.99987,1022698,2,2,89000,85.482,1041.2
soc3,2022_10_04_M3_M4,C3_occl0.5,0.802108,0.803277,,,67,6.856,0.997093,977304,2,2,89000,81.088,1097.5
soc3,2022_10_04_M3_M4,C4_com_sigma0,0.534113,0.534113,,,50,4.63,1.0,1080000,2,2,90000,22.641,3975.1
soc3,2022_10_04_M3_M4,C4_com_sigma3,0.512404,0.512404,,,48,4.444,1.0,1080000,2,2,90000,23.346,3855.1
soc3,2022_10_04_M3_M4,C4u_comused_sigma0,0.999974,0.999974,0.999974,0.999844,0,0.0,1.0,1080000,2,2,90000,19.575,4597.7
soc3,2022_10_04_M3_M4,C4u_comused_sigma3,0.972394,0.972394,0.999861,0.999244,2,0.185,1.0,1080000,2,2,90000,18.254,4930.4
soc3,2022_10_04_M3_M4,C7_cams2,0.701438,0.701438,0.999528,0.999056,8,2.247,1.0,356000,2,2,89000,41.941,2122.0
soc3,2022_10_04_M3_M4,C7_cams3,0.999592,0.999592,0.999978,0.999933,8,1.498,1.0,534000,2,2,89000,57.134,1557.7
soc3,2022_10_04_M3_M4,C7_cams4,0.972416,0.972416,0.999989,0.999955,2,0.281,1.0,712000,2,2,89000,63.65,1398.3
soc3,2022_10_04_M3_M4,C7_cams5,0.999816,0.999816,0.999982,0.999921,4,0.449,1.0,890000,2,2,89000,63.588,1399.6
soc3,2022_10_04_M3_M4,C7b_cams2_sigma10,0.915326,0.915326,0.999697,0.999393,44,12.36,1.0,356000,2,2,89000,42.078,2115.1
soc3,2022_10_04_M3_M4,C7b_cams3_sigma10,0.951161,0.951161,0.999723,0.999169,48,8.989,1.0,534000,2,2,89000,55.023,1617.5
soc3,2022_10_04_M3_M4,C7b_cams4_sigma10,0.999455,0.999455,0.999725,0.999202,50,7.022,1.0,712000,2,2,89000,64.755,1374.4
soc3,2022_10_04_M3_M4,C7b_cams5_sigma10,0.99947,0.99947,0.999769,0.999169,32,3.596,1.0,890000,2,2,89000,71.844,1238.8
soc3,2022_10_04_M3_M4,C7c_cams2_sigma0,0.971781,0.971781,0.999354,0.998708,2,0.562,1.0,356000,2,2,89000,46.627,1908.8
soc3,2022_10_04_M3_M4,C7c_cams3_sigma0,0.972427,0.972427,1.0,1.0,2,0.375,1.0,534000,2,2,89000,66.35,1341.4
soc3,2022_10_04_M3_M4,C7c_cams4_sigma0,0.972421,0.972421,0.999994,0.999978,2,0.281,1.0,712000,2,2,89000,74.281,1198.2
soc3,2022_10_04_M3_M4,C7c_cams5_sigma0,0.972422,0.972422,0.999996,0.999978,2,0.225,1.0,890000,2,2,89000,85.21,1044.5
soc3,2022_10_04_M3_M4,C7d_cams2_drop25,0.833407,0.972127,0.999865,0.999708,30,11.229,0.750244,267177,2,2,89000,40.502,2189.5
soc3,2022_10_04_M3_M4,C7d_cams3_drop25,0.939214,0.970411,0.999832,0.999447,36,8.98,0.937705,400896,2,2,89000,53.978,1648.6
soc3,2022_10_04_M3_M4,C7d_cams4_drop25,0.956744,0.964341,0.999876,0.999414,32,5.996,0.984367,533686,2,2,89000,63.464,1402.4
soc3,2022_10_04_M3_M4,C7d_cams5_drop25,0.699773,0.701177,0.999844,0.999202,24,3.597,0.996002,667310,2,2,89000,70.613,1260.4
soc3,2022_10_04_M3_M4,C7d_cams6_drop25,0.971794,0.972274,0.99984,0.999157,20,2.496,0.999014,801324,2,2,89000,79.487,1119.7
soc3,2022_10_04_M3_M4,C7e_cams2_s3drop25,0.781685,0.911203,0.998291,0.99657,216,80.847,0.751099,267171,2,2,89000,41.768,2122.9
soc3,2022_10_04_M3_M4,C7e_cams3_s3drop25,0.545164,0.563358,0.999768,0.999194,73,18.219,0.937432,400684,2,2,89000,53.948,1649.3
soc3,2022_10_04_M3_M4,C7e_cams4_s3drop25,0.878313,0.885272,0.999863,0.999403,22,4.117,0.984401,534398,2,2,89000,66.591,1336.5
soc3,2022_10_04_M3_M4,C7e_cams5_s3drop25,0.726918,0.728362,0.999862,0.999314,28,4.197,0.996044,667074,2,2,89000,72.143,1233.7
soc3,2022_10_04_M3_M4,C7f_cams2_s3drop10,0.664743,0.701916,0.998903,0.997864,108,33.734,0.899407,320151,2,2,89000,44.897,1982.0
soc3,2022_10_04_M3_M4,C7f_cams3_s3drop10,0.993389,0.998361,0.998531,0.995547,132,27.467,0.990089,480575,2,2,89000,61.219,1453.8
soc3,2022_10_04_M3_M4,C7f_cams4_s3drop10,0.999148,0.999627,0.999925,0.999663,18,2.808,0.999042,640958,2,2,89000,63.127,1409.9
soc3,2022_10_04_M3_M4,C7f_cams5_s3drop10,0.97235,0.972399,0.999944,0.999685,6,0.749,0.999898,801550,2,2,89000,76.333,1165.9
soc3,2022_10_04_M3_M4,C8_drop50_sigma0,0.930361,0.94536,0.999355,0.99776,118,22.092,0.968764,534122,2,2,89000,63.987,1390.7
soc3,2022_10_04_M5_M6,C1_sigma0,1.0,1.0,,,0,0.0,1.0,1068000,2,2,89000,86.025,1034.6
soc3,2022_10_04_M5_M6,C1_sigma1,1.0,1.0,,,0,0.0,1.0,1068000,2,2,89000,83.073,1071.3
soc3,2022_10_04_M5_M6,C1_sigma10,0.999998,0.999998,,,0,0.0,1.0,1068000,2,2,89000,83.615,1064.4
soc3,2022_10_04_M5_M6,C1_sigma2,1.0,1.0,,,0,0.0,1.0,1068000,2,2,89000,85.833,1036.9
soc3,2022_10_04_M5_M6,C1_sigma20,0.901835,0.901835,,,4,0.375,1.0,1068000,2,2,89000,84.555,1052.6
soc3,2022_10_04_M5_M6,C1_sigma3,1.0,1.0,,,0,0.0,1.0,1068000,2,2,89000,84.334,1055.3
soc3,2022_10_04_M5_M6,C1_sigma5,1.0,1.0,,,0,0.0,1.0,1068000,2,2,89000,82.963,1072.8
soc3,2022_10_04_M5_M6,C2_drop0.1,0.999998,1.0,,,0,0.0,0.999996,961199,2,2,89000,80.073,1111.5
soc3,2022_10_04_M5_M6,C2_drop0.25,0.999494,0.999986,,,0,0.0,0.999015,801245,2,2,89000,71.675,1241.7
soc3,2022_10_04_M5_M6,C2_drop0.5,0.984235,0.999925,,,14,2.622,0.969103,533898,2,2,89000,62.338,1427.4
soc3,2022_10_04_M5_M6,C2b_nodedrop0.25,1.0,1.0,,,0,0.0,1.0,1068000,2,2,89000,71.967,1236.7
soc3,2022_10_04_M5_M6,C2b_nodedrop0.5,0.999989,0.999989,,,0,0.0,1.0,1068000,2,2,89000,70.35,1265.1
soc3,2022_10_04_M5_M6,C3_occl0.25,0.999923,0.999997,0.999997,0.999966,0,0.0,0.999851,1020156,2,2,89000,78.315,1136.4
soc3,2022_10_04_M5_M6,C3_occl0.5,0.934969,0.93642,0.999963,0.999707,14,1.439,0.996906,972625,2,2,89000,76.352,1165.6
soc3,2022_10_04_M5_M6,C4_com_sigma0,0.99973,0.99973,,,2,0.185,1.0,1080000,2,2,90000,21.032,4279.2
soc3,2022_10_04_M5_M6,C4_com_sigma3,0.999394,0.999394,,,4,0.37,1.0,1080000,2,2,90000,22.515,3997.3
soc3,2022_10_04_M5_M6,C4u_comused_sigma0,0.99998,0.99998,0.99998,0.999878,0,0.0,1.0,1080000,2,2,90000,18.898,4762.4
soc3,2022_10_04_M5_M6,C4u_comused_sigma3,0.99968,0.99968,0.99968,0.998078,0,0.0,1.0,1080000,2,2,90000,18.93,4754.4
soc3,2022_10_04_M5_M6,C7_cams2,1.0,1.0,1.0,1.0,0,0.0,1.0,356000,2,2,89000,41.913,2123.4
soc3,2022_10_04_M5_M6,C7_cams3,1.0,1.0,1.0,1.0,0,0.0,1.0,534000,2,2,89000,51.543,1726.7
soc3,2022_10_04_M5_M6,C7_cams4,1.0,1.0,1.0,1.0,0,0.0,1.0,712000,2,2,89000,58.285,1527.0
soc3,2022_10_04_M5_M6,C7_cams5,1.0,1.0,1.0,1.0,0,0.0,1.0,890000,2,2,89000,71.091,1251.9
soc3,2022_10_04_M5_M6,C7b_cams2_sigma10,0.997815,0.997815,0.997815,0.995629,2,0.562,1.0,356000,2,2,89000,41.583,2140.3
soc3,2022_10_04_M5_M6,C7b_cams3_sigma10,0.999996,0.999996,0.999996,0.999989,0,0.0,1.0,534000,2,2,89000,56.72,1569.1
soc3,2022_10_04_M5_M6,C7b_cams4_sigma10,1.0,1.0,1.0,1.0,0,0.0,1.0,712000,2,2,89000,62.425,1425.7
soc3,2022_10_04_M5_M6,C7b_cams5_sigma10,0.999998,0.999998,0.999998,0.999989,0,0.0,1.0,890000,2,2,89000,71.317,1247.9
soc3,2022_10_04_M5_M6,C7c_cams2_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,356000,2,2,89000,48.869,1821.2
soc3,2022_10_04_M5_M6,C7c_cams3_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,534000,2,2,89000,64.588,1378.0
soc3,2022_10_04_M5_M6,C7c_cams4_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,712000,2,2,89000,73.554,1210.0
soc3,2022_10_04_M5_M6,C7c_cams5_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,890000,2,2,89000,82.013,1085.2
soc3,2022_10_04_M5_M6,C7d_cams2_drop25,0.857529,0.99999,0.99999,0.999972,3,1.122,0.750605,267291,2,2,89000,43.878,2020.3
soc3,2022_10_04_M5_M6,C7d_cams3_drop25,0.967561,0.999995,0.999995,0.999977,0,0.0,0.937171,400147,2,2,89000,53.93,1649.9
soc3,2022_10_04_M5_M6,C7d_cams4_drop25,0.99218,0.999994,0.999994,0.999966,1,0.187,0.984493,534610,2,2,89000,65.002,1369.2
soc3,2022_10_04_M5_M6,C7d_cams5_drop25,0.998006,0.999989,0.999989,0.999921,1,0.15,0.996041,667375,2,2,89000,69.382,1282.8
soc3,2022_10_04_M5_M6,C7d_cams6_drop25,0.999493,0.999984,0.999984,0.999899,2,0.25,0.999018,800790,2,2,89000,79.862,1114.4
soc3,2022_10_04_M5_M6,C7e_cams2_s3drop25,0.532633,0.621184,0.99983,0.999653,14,5.239,0.750466,267250,2,2,89000,44.221,2005.3
soc3,2022_10_04_M5_M6,C7e_cams3_s3drop25,0.967481,0.999984,0.999987,0.999942,4,0.999,0.93704,400222,2,2,89000,58.382,1524.2
soc3,2022_10_04_M5_M6,C7e_cams4_s3drop25,0.992029,0.999998,0.999998,0.999989,0,0.0,0.984188,533977,2,2,89000,68.182,1305.3
soc3,2022_10_04_M5_M6,C7e_cams5_s3drop25,0.998037,0.999982,0.999982,0.999921,3,0.45,0.996117,667087,2,2,89000,73.653,1208.4
soc3,2022_10_04_M5_M6,C7f_cams2_s3drop10,0.947505,0.999889,0.999889,0.999767,12,3.743,0.900436,320627,2,2,89000,44.676,1991.8
soc3,2022_10_04_M5_M6,C7f_cams3_s3drop10,0.994969,0.999998,0.999998,0.999989,0,0.0,0.989992,480530,2,2,89000,56.491,1575.5
soc3,2022_10_04_M5_M6,C7f_cams4_s3drop10,0.999506,1.0,1.0,1.0,0,0.0,0.999013,641151,2,2,89000,67.076,1326.9
soc3,2022_10_04_M5_M6,C7f_cams5_s3drop10,0.999943,0.999998,0.999998,0.999978,0,0.0,0.999891,800748,2,2,89000,74.422,1195.9
soc3,2022_10_04_M5_M6,C8_drop50_sigma0,0.98389,0.99995,0.99995,0.999784,10,1.875,0.968386,533411,2,2,89000,70.181,1267.8
soc3,2022_10_05_M1_M6,C1_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,1068000,2,2,89000,84.236,1056.6
soc3,2022_10_05_M1_M6,C1_sigma1,1.0,1.0,1.0,1.0,0,0.0,1.0,1068000,2,2,89000,80.422,1106.7
soc3,2022_10_05_M1_M6,C1_sigma10,1.0,1.0,1.0,1.0,0,0.0,1.0,1068000,2,2,89000,79.495,1119.6
soc3,2022_10_05_M1_M6,C1_sigma2,1.0,1.0,1.0,1.0,0,0.0,1.0,1068000,2,2,89000,80.234,1109.3
soc3,2022_10_05_M1_M6,C1_sigma20,0.999993,0.999993,0.999993,0.999955,0,0.0,1.0,1068000,2,2,89000,77.867,1143.0
soc3,2022_10_05_M1_M6,C1_sigma3,1.0,1.0,1.0,1.0,0,0.0,1.0,1068000,2,2,89000,78.596,1132.4
soc3,2022_10_05_M1_M6,C1_sigma5,1.0,1.0,1.0,1.0,0,0.0,1.0,1068000,2,2,89000,80.357,1107.6
soc3,2022_10_05_M1_M6,C2_drop0.1,0.999994,0.999999,0.999999,0.999989,0,0.0,0.999991,961481,2,2,89000,75.014,1186.4
soc3,2022_10_05_M1_M6,C2_drop0.25,0.999486,0.99997,0.999975,0.999831,4,0.499,0.999032,801593,2,2,89000,70.423,1263.8
soc3,2022_10_05_M1_M6,C2_drop0.5,0.605763,0.615459,0.999952,0.999807,10,1.872,0.96898,534308,2,2,89000,59.421,1497.5
soc3,2022_10_05_M1_M6,C2b_nodedrop0.25,0.999998,0.999998,0.999998,0.999989,0,0.0,1.0,1068000,2,2,89000,81.935,1086.2
soc3,2022_10_05_M1_M6,C2b_nodedrop0.5,1.0,1.0,1.0,1.0,0,0.0,1.0,1068000,2,2,89000,66.27,1343.0
soc3,2022_10_05_M1_M6,C3_occl0.25,0.999934,0.999997,0.999997,0.999978,0,0.0,0.999874,1028208,2,2,89000,83.618,1064.4
soc3,2022_10_05_M1_M6,C3_occl0.5,0.998725,0.999978,0.999981,0.999854,8,0.809,0.997497,988922,2,2,89000,83.823,1061.7
soc3,2022_10_05_M1_M6,C4_com_sigma0,0.999854,0.999854,0.999854,0.999211,4,0.37,1.0,1080000,2,2,90000,21.007,4284.3
soc3,2022_10_05_M1_M6,C4_com_sigma3,0.999778,0.999778,0.999781,0.998767,4,0.37,1.0,1080000,2,2,90000,21.126,4260.2
soc3,2022_10_05_M1_M6,C4u_comused_sigma0,0.999996,0.999996,0.999996,0.999978,0,0.0,1.0,1080000,2,2,90000,19.102,4711.5
soc3,2022_10_05_M1_M6,C4u_comused_sigma3,0.999952,0.999952,0.999952,0.999711,0,0.0,1.0,1080000,2,2,90000,19.318,4658.9
soc3,2022_10_05_M1_M6,C7_cams2,1.0,1.0,1.0,1.0,0,0.0,1.0,356000,2,2,89000,42.523,2093.0
soc3,2022_10_05_M1_M6,C7_cams3,1.0,1.0,1.0,1.0,0,0.0,1.0,534000,2,2,89000,57.874,1537.8
soc3,2022_10_05_M1_M6,C7_cams4,1.0,1.0,1.0,1.0,0,0.0,1.0,712000,2,2,89000,63.236,1407.4
soc3,2022_10_05_M1_M6,C7_cams5,1.0,1.0,1.0,1.0,0,0.0,1.0,890000,2,2,89000,72.384,1229.6
soc3,2022_10_05_M1_M6,C7b_cams2_sigma10,0.999354,0.999354,0.999354,0.998708,2,0.562,1.0,356000,2,2,89000,41.548,2142.1
soc3,2022_10_05_M1_M6,C7b_cams3_sigma10,1.0,1.0,1.0,1.0,0,0.0,1.0,534000,2,2,89000,55.918,1591.6
soc3,2022_10_05_M1_M6,C7b_cams4_sigma10,1.0,1.0,1.0,1.0,0,0.0,1.0,712000,2,2,89000,61.942,1436.8
soc3,2022_10_05_M1_M6,C7b_cams5_sigma10,1.0,1.0,1.0,1.0,0,0.0,1.0,890000,2,2,89000,73.417,1212.3
soc3,2022_10_05_M1_M6,C7c_cams2_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,356000,2,2,89000,49.796,1787.3
soc3,2022_10_05_M1_M6,C7c_cams3_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,534000,2,2,89000,64.7,1375.6
soc3,2022_10_05_M1_M6,C7c_cams4_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,712000,2,2,89000,73.233,1215.3
soc3,2022_10_05_M1_M6,C7c_cams5_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,890000,2,2,89000,82.748,1075.6
soc3,2022_10_05_M1_M6,C7d_cams2_drop25,0.856777,0.999985,0.999985,0.999958,4,1.499,0.74946,266848,2,2,89000,42.788,2072.1
soc3,2022_10_05_M1_M6,C7d_cams3_drop25,0.967839,0.999968,0.999976,0.999908,6,1.497,0.937741,400761,2,2,89000,57.418,1549.5
soc3,2022_10_05_M1_M6,C7d_cams4_drop25,0.991968,0.999853,0.999871,0.999651,30,5.62,0.984351,533767,2,2,89000,65.408,1360.6
soc3,2022_10_05_M1_M6,C7d_cams5_drop25,0.998038,0.999992,0.999992,0.999944,0,0.0,0.996099,667552,2,2,89000,75.906,1172.5
soc3,2022_10_05_M1_M6,C7d_cams6_drop25,0.999492,0.999985,0.999985,0.99991,2,0.25,0.999015,799890,2,2,89000,80.255,1109.0
soc3,2022_10_05_M1_M6,C7e_cams2_s3drop25,0.58018,0.676715,0.999965,0.999903,11,4.117,0.750313,267166,2,2,89000,43.015,2061.5
soc3,2022_10_05_M1_M6,C7e_cams3_s3drop25,0.968147,0.999987,0.999989,0.999954,4,0.998,0.938285,400876,2,2,89000,59.472,1496.1
soc3,2022_10_05_M1_M6,C7e_cams4_s3drop25,0.992136,0.999989,0.999989,0.999944,4,0.749,0.984416,534346,2,2,89000,67.562,1317.3
soc3,2022_10_05_M1_M6,C7e_cams5_s3drop25,0.997958,0.999991,0.999991,0.999944,0,0.0,0.995943,667240,2,2,89000,68.142,1306.1
soc3,2022_10_05_M1_M6,C7f_cams2_s3drop10,0.947757,0.999997,0.999997,0.999988,2,0.624,0.900708,320621,2,2,89000,44.464,2001.3
soc3,2022_10_05_M1_M6,C7f_cams3_s3drop10,0.995014,1.0,1.0,1.0,0,0.0,0.990077,480812,2,2,89000,60.921,1460.9
soc3,2022_10_05_M1_M6,C7f_cams4_s3drop10,0.999538,0.999995,0.999995,0.999966,0,0.0,0.999087,640529,2,2,89000,67.682,1315.0
soc3,2022_10_05_M1_M6,C7f_cams5_s3drop10,0.999946,0.999996,0.999996,0.999966,0,0.0,0.999899,801884,2,2,89000,73.629,1208.8
soc3,2022_10_05_M1_M6,C8_drop50_sigma0,0.983814,0.999901,0.999911,0.99967,18,3.375,0.968331,533327,2,2,89000,65.699,1354.4
soc3,2022_10_05_M3_M2,C1_sigma0,1.0,1.0,1.0,1.0,0,0.0,1.0,1068000,2,2,89000,75.689,1175.9
soc3,2022_10_05_M3_M2,C1_sigma1,1.0,1.0,1.0,1.0,0,0.0,1.0,1068000,2,2,89000,86.371,1030.4
soc3,2022_10_05_M3_M2,C1_sigma10,1.0,1.0,1.0,1.0,0,0.0,1.0,1068000,2,2,89000,84.822,1049.3
soc3,2022_10_05_M3_M2,C1_sigma2,1.0,1.0,1.0,1.0,0,0.0,1.0,1068000,2,2,89000,86.22,1032.2
soc3,2022_10_05_M3_M2,C1_sigma20,0.999993,0.999993,0.999993,0.999955,0,0.0,1.0,1068000,2,2,89000,87.538,1016.7
soc3,2022_10_05_M3_M2,C1_sigma3,1.0,1.0,1.0,1.0,0,0.0,1.0,1068000,2,2,89000,84.819,1049.3
soc3,2022_10_05_M3_M2,C1_sigma5,1.0,1.0,1.0,1.0,0,0.0,1.0,1068000,2,2,89000,90.11,987.7
soc3,2022_10_05_M3_M2,C2_drop0.1,0.999983,0.999992,0.999992,0.99991,0,0.0,0.999982,961047,2,2,89000,79.078,1125.5
soc3,2022_10_05_M3_M2,C2_drop0.25,0.999456,0.999965,0.999966,0.999843,4,0.5,0.998983,800703,2,2,89000,72.729,1223.7
soc3,2022_10_05_M3_M2,C2_drop0.5,0.952001,0.967064,0.999766,0.999113,29,5.433,0.969326,533774,2,2,89000,64.566,1378.0
soc3,2022_10_05_M3_M2,C2b_nodedrop0.25,1.0,1.0,1.0,1.0,0,0.0,1.0,1068000,2,2,89000,82.007,1085.3
soc3,2022_10_05_M3_M2,C2b_nodedrop0.5,0.538533,0.538533,0.999979,0.99991,2,0.187,1.0,1067999,2,2,89000,68.389,1301.4
soc3,2022_10_05_M3_M2,C3_occl0.25,0.999927,0.999967,0.999968,0.99973,10,0.959,0.999919,1042596,2,2,89000,87.811,1013.5
soc3,2022_10_05_M3_M2,C3_occl0.5,0.999141,0.999922,0.999932,0.999404,30,2.949,0.998438,1017217,2,2,89000,86.313,1031.1
soc3,2022_10_05_M3_M2,C4_com_sigma0,0.999887,0.999887,0.999887,0.999333,0,0.0,1.0,1080000,2,2,90000,23.363,3852.2
soc3,2022_10_05_M3_M2,C4_com_sigma3,0.999843,0.999843,0.999843,0.999067,0,0.0,1.0,1080000,2,2,90000,22.678,3968.6
soc3,2022_10_05_M3_M2,C4u_comused_sigma0,0.999994,0.999994,0.999994,0.999967,0,0.0,1.0,1080000,2,2,90000,19.244,4676.8
soc3,2022_10_05_M3_M2,C4u_comused_sigma3,0.99997,0.99997,0.99997,0.999822,0,0.0,1.0,1080000,2,2,90000,18.626,4832.0
